指定生產線,訂單號,客戶簡碼,款號型体,款號名稱,颜色,款号代码,订单号,下單日期,客戶要求交期,訂單數量,加產數量,總數量,排程时间,"预计出成品
日期",已出口的数量,"未出口
数量"
,VS2601012,VIC,VIC157B18L0,綠色,"18""背包",654033,317756,2026/1/14,2026/4/28,6,0,6,2026/1/17,VBF,0,6
,VS2601012,VIC,VIC157B19L0,綠色,04背包,654034,317756,2026/1/14,2026/4/28,27,0,27,2026/1/17,VBF,0,27
,VS2601012,VIC,VIC157B17L0,綠色,01背包,654035,317756,2026/1/14,2026/4/28,27,0,27,2026/1/17,VBF,0,27
,VS2601012,VIC,VIC157B20L0,綠色,02背包,654036,317756,2026/1/14,2026/4/28,6,0,6,2026/1/17,VBF,0,6
,VS2601013,VIC,VIC157B09A0,黑色,單肩包（A版）,654026,317757,2026/1/14,2026/4/28,1,0,1,2026/1/17,VBF,0,1
,VS2601013,VIC,VIC157B18A0,黑色,"18""背包",654027,317757,2026/1/14,2026/4/28,1,0,1,2026/1/17,VBF,0,1
,VS2601013,VIC,VIC157B19A0,黑色,04背包,654028,317757,2026/1/14,2026/4/28,1,0,1,2026/1/17,VBF,0,1
,VS2601013,VIC,VIC157B17A0,黑色,01背包,654029,317757,2026/1/14,2026/4/28,1,0,1,2026/1/17,VBF,0,1
,VS2601013,VIC,VIC157B20A0,黑色,02背包,654030,317757,2026/1/14,2026/4/28,1,0,1,2026/1/17,VBF,0,1
,VS2601013,VIC,VIC157D19A0,黑色,旅行袋01,654031,317757,2026/1/14,2026/4/28,1,0,1,2026/1/17,VBF,0,1
,VS2601013,VIC,VIC157B18L0,綠色,"18""背包",654033,317757,2026/1/14,2026/4/28,1,0,1,2026/1/17,VBF,0,1
,VS2601013,VIC,VIC157B19L0,綠色,04背包,654034,317757,2026/1/14,2026/4/28,1,0,1,2026/1/17,VBF,0,1
,VS2601013,VIC,VIC157B17L0,綠色,01背包,654035,317757,2026/1/14,2026/4/28,1,0,1,2026/1/17,VBF,0,1
,VS2601013,VIC,VIC157B20L0,綠色,02背包,654036,317757,2026/1/14,2026/4/28,1,0,1,2026/1/17,VBF,0,1
,VS2601014,VIC,VIC157B18L0,綠色,"18""背包",654033,317759,2026/1/14,2026/4/28,3,0,3,2026/1/17,VBF,0,3
,VS2601014,VIC,VIC157B19L0,綠色,04背包,654034,317759,2026/1/14,2026/4/28,3,0,3,2026/1/17,VBF,0,3
,VS2601014,VIC,VIC157B17L0,綠色,01背包,654035,317759,2026/1/14,2026/4/28,3,0,3,2026/1/17,VBF,0,3
,VS2601014,VIC,VIC157B20L0,綠色,02背包,654036,317759,2026/1/14,2026/4/28,3,0,3,2026/1/17,VBF,0,3
SL12-002,VS2601015,VIC,VIC157B09A0,黑色,單肩包（A版）,654026,317758,2026/1/14,2026/7/1,1100,0,1100,2026/1/17,2026/6/19,0,1100
SL10-011,VS2601015,VIC,VIC157B18A0,黑色,"18""背包",654027,317758,2026/1/14,2026/7/1,1100,0,1100,2026/1/17,2026/6/13,0,1100
SL11-013,VS2601015,VIC,VIC157B19A0,黑色,04背包,654028,317758,2026/1/14,2026/7/1,1200,0,1200,2026/1/17,2026/5/22,0,1200
SL12-004,VS2601015,VIC,VIC157B17A0,黑色,01背包,654029,317758,2026/1/14,2026/7/1,1100,0,1100,2026/1/17,2026/5/25,0,1100
SL04-010,VS2601015,VIC,VIC157B20A0,黑色,02背包,654030,317758,2026/1/14,2026/7/1,1000,0,1000,2026/1/17,2026/5/14,0,1000
SL10-007,VS2601015,VIC,VIC157D19A0,黑色,旅行袋01,654031,317758,2026/1/14,2026/7/1,600,0,600,2026/1/17,2026/6/8,0,600
SL10-012,VS2601015,VIC,VIC157B18L0,綠色,"18""背包",654033,317758,2026/1/14,2026/7/1,500,0,500,2026/1/17,2026/6/27,0,500
SL11-014,VS2601015,VIC,VIC157B19L0,綠色,04背包,654034,317758,2026/1/14,2026/7/1,500,0,500,2026/1/17,2026/6/7,0,500
SL12-005,VS2601015,VIC,VIC157B17L0,綠色,01背包,654035,317758,2026/1/14,2026/7/1,500,0,500,2026/1/17,2026/6/11,0,500
SL04-011,VS2601015,VIC,VIC157B20L0,綠色,02背包,654036,317758,2026/1/14,2026/7/1,500,0,500,2026/1/17,2026/6/3,0,500
SL12-003,VS2601016,VIC,VIC157B09A0,黑色,單肩包（A版）,654026,317760,2026/1/14,2026/7/1,300,0,300,2026/1/17,2026/6/29,0,300
SL10-013,VS2601016,VIC,VIC157B18A0,黑色,"18""背包",654027,317760,2026/1/14,2026/7/1,800,0,800,2026/1/17,2026/6/24,0,800
SL11-015,VS2601016,VIC,VIC157B19A0,黑色,04背包,654028,317760,2026/1/14,2026/7/1,820,0,820,2026/1/17,2026/6/2,0,820
SL12-006,VS2601016,VIC,VIC157B17A0,黑色,01背包,654029,317760,2026/1/14,2026/7/1,720,0,720,2026/1/17,2026/6/5,0,720
SL04-012,VS2601016,VIC,VIC157B20A0,黑色,02背包,654030,317760,2026/1/14,2026/7/1,800,0,800,2026/1/17,2026/5/26,0,800
SL10-008,VS2601016,VIC,VIC157D19A0,黑色,旅行袋01,654031,317760,2026/1/14,2026/7/1,320,0,320,2026/1/17,2026/6/16,0,320
,VS2601017,VIC,VIC157B09A0,黑色,單肩包（A版）,654026,317755,2026/1/14,2026/7/1,10,0,10,2026/1/17,VBF,0,10
,VS2601017,VIC,VIC157B18A0,黑色,"18""背包",654027,317755,2026/1/14,2026/7/1,10,0,10,2026/1/17,VBF,0,10
,VS2601017,VIC,VIC157B19A0,黑色,04背包,654028,317755,2026/1/14,2026/7/1,10,0,10,2026/1/17,VBF,0,10
,VS2601017,VIC,VIC157B17A0,黑色,01背包,654029,317755,2026/1/14,2026/7/1,10,0,10,2026/1/17,VBF,0,10
,VS2601017,VIC,VIC157B20A0,黑色,02背包,654030,317755,2026/1/14,2026/7/1,10,0,10,2026/1/17,VBF,0,10
,VS2601017,VIC,VIC157D19A0,黑色,旅行袋01,654031,317755,2026/1/14,2026/7/1,10,0,10,2026/1/17,VBF,0,10
,VS2601017,VIC,VIC157B18L0,綠色,"18""背包",654033,317755,2026/1/14,2026/7/1,10,0,10,2026/1/17,VBF,0,10
,VS2601018,WIP,WIP050K05P0,PALISANDER 紅木色,RICHMOND 錢包(小圓角）,I036996,26TR000086-91,2026/1/15,2026/5/22,920,1,921,2026/1/19,WF,0,921
,VS2601018,WIP,WIP050K05A0,BLACK黑色,RICHMOND錢包(小圓角),I036996,26TR000086-91,2026/1/15,2026/5/22,1865,1,1866,2026/1/19,WF,0,1866
SL08-005,VS2601018,WIP,WIP050D27P0,PALISANDER 紅木色,RICHMOND 大號旅行袋,I037001,26TR000086-91,2026/1/15,2026/5/22,335,1,336,2026/1/19,2026/5/19,0,336
SL08-006,VS2601018,WIP,WIP050D27A0,BLACK黑色,RICHMOND大號旅行袋,I037001,26TR000086-91,2026/1/15,2026/5/22,225,1,226,2026/1/19,2026/5/21,0,226
SL11-005,VS2601018,WIP,WIP050D20P0,PALISANDER 紅木色,RICHMOND 小號旅行袋,I037004,26TR000086-91,2026/1/15,2026/5/22,530,1,531,2026/1/19,2026/5/9,0,531
SL11-006,VS2601018,WIP,WIP050D20A0,黑色,RICHMOND小號旅行袋,I037004,26TR000086-91,2026/1/15,2026/5/22,540,1,541,2026/1/19,2026/5/13,0,541
,VS2601019,WIP,WIP050K05P0,PALISANDER 紅木色,RICHMOND 錢包(小圓角）,I036996,26TRHK00085-90,2026/1/15,2026/5/22,461,0,461,2026/1/19,WF,0,461
,VS2601019,WIP,WIP050K05A0,BLACK黑色,RICHMOND錢包(小圓角),I036996,26TRHK00085-90,2026/1/15,2026/5/22,814,0,814,2026/1/19,WF,0,814
,VS2601019,WIP,WIP050D27P0,PALISANDER 紅木色,RICHMOND 大號旅行袋,I037001,26TRHK00085-90,2026/1/15,2026/5/22,66,0,66,2026/1/19,2026/5/21,0,66
,VS2601019,WIP,WIP050D27A0,BLACK黑色,RICHMOND大號旅行袋,I037001,26TRHK00085-90,2026/1/15,2026/5/22,77,0,77,2026/1/19,2026/5/22,0,77
SL11-007,VS2601019,WIP,WIP050D20P0,PALISANDER 紅木色,RICHMOND 小號旅行袋,I037004,26TRHK00085-90,2026/1/15,2026/5/22,69,0,69,2026/1/19,2026/5/12,0,69
SL11-008,VS2601019,WIP,WIP050D20A0,黑色,RICHMOND小號旅行袋,I037004,26TRHK00085-90,2026/1/15,2026/5/22,289,0,289,2026/1/19,2026/5/14,0,289
,VS2601020,WIP,WIP050K05P0,PALISANDER 紅木色,RICHMOND 錢包(小圓角）,I036996,20260115,2026/1/15,2026/5/22,120,0,120,2026/1/19,WF,0,120
,VS2601020,WIP,WIP050K05A0,BLACK黑色,RICHMOND錢包(小圓角),I036996,20260115,2026/1/15,2026/5/22,119,0,119,2026/1/19,WF,0,119
SL11-009,VS2601020,WIP,WIP050D20P0,PALISANDER 紅木色,RICHMOND 小號旅行袋,I037004,20260115,2026/1/15,2026/5/22,50,0,50,2026/1/19,2026/5/13,0,50
SL11-010,VS2601020,WIP,WIP050D20A0,黑色,RICHMOND小號旅行袋,I037004,20260115,2026/1/15,2026/5/22,71,0,71,2026/1/19,2026/5/16,0,71
BY01-001,VS2601021,CAU,CIT014C14G0,灰色/G0,24罐無拉鏈冰袋,10001065,BLK-SL007185C,2026/1/16,2026/5/12,10000,10,10010,2026/1/19,2026/3/12,0,10010
XY01-010,VS2601022,SPG,SPG150D11T0,Carhartt Brown CSI 暗褐棕,55L 旅行袋,B000042120199,29633,2026/1/16,2026/5/22,1902,0,1902,2026/1/19,2026/5/14,0,1902
XY01-008,VS2601022,SPG,SPG210K11A0,黑色,"25""多功能旅行袋C0（常規）",B000049900199,29633,2026/1/16,2026/5/5,2000,0,2000,2026/1/19,2026/4/22,0,2000
XY01-009,VS2601022,SPG,SPG210K11T0,棕色 CARHARTT BROWN,"25""多功能旅行袋C0（常規）",B000049921199,29633,2026/1/16,2026/5/5,2000,0,2000,2026/1/19,2026/5/5,0,2000
,VS2601022,SPG,SPG210K10A0,黑色BLACK,"20""裝備袋C0（常規）",B000050100199,29633,2026/1/16,2026/5/16,500,0,500,2026/1/19,2026/5/12,0,500
,VS2601022,SPG,SPG210K10G0,灰色GRAVEL,"20""裝備袋C0（常規）",B000050103999,29633,2026/1/16,2026/5/16,500,0,500,2026/1/19,2026/5/13,0,500
,VS2601022,SPG,SPG210K10T0,棕色CARHARTT BROWN,"20""裝備袋C0（常規）",B000050121199,29633,2026/1/16,2026/5/16,560,0,560,2026/1/19,2026/5/14,0,560
XY07-005,VS2601022,SPG,SPG210K12A0,黑色,"23""裝備袋C0(常規)",B000050200199,29633,2026/1/16,2026/5/22,504,0,504,2026/1/19,2026/5/18,0,504
XY07-006,VS2601022,SPG,SPG210K12G0,灰色GRAVEL,"23""裝備袋C0(常規)",B000050203999,29633,2026/1/16,2026/5/22,504,0,504,2026/1/19,2026/5/19,0,504
XY07-007,VS2601022,SPG,SPG210K12T0,棕色CARHARTT BROWN,"23""裝備袋C0(常規)",B000050221199,29633,2026/1/16,2026/5/22,504,0,504,2026/1/19,2026/5/20,0,504
XY02-004,VS2601022,SPG,SPG210K143T0,棕色 CARHARTT BROWN,14寸工具袋（LEGACY)C0（常規）,B000051721199,29633,2026/1/16,2026/5/16,2004,0,2004,2026/1/19,2026/5/11,0,2004
XY02-005,VS2601022,SPG,SPG210K162T0,棕色CARHARTT BROWN,16寸工具袋C0（常規）,B000051821199,29633,2026/1/16,2026/5/22,2007,0,2007,2026/1/19,2026/5/18,0,2007
XY01-006,VS2601022,SPG,SPG171B10A0,BLACK黑色,12罐冰袋,B000054600199,29633,2026/1/16,2026/5/16,1752,0,1752,2026/1/19,2026/5/5,0,1752
XY01-007,VS2601022,SPG,SPG171B10G0,GRAVEL灰色,12罐冰袋,B000054603999,29633,2026/1/16,2026/5/16,1380,0,1380,2026/1/19,2026/5/7,0,1380
,VS2601022,SPG,SPG210K05A0,黑色BLACK,手提包C0（常規）,B000055500199,29633,2026/1/16,2026/5/14,2016,0,2016,2026/1/19,WF,0,2016
,VS2601022,SPG,SPG210K05T0,棕色 CARHARTT BROWN,手提包C0（常規）,B000055521199,29633,2026/1/16,2026/5/14,2940,0,2940,2026/1/19,WF,0,2940
,VS2601022,SPG,SPG210K161A0,黑色BLACK,汽車雜物袋C0（常規）,B000055600199,29633,2026/1/16,2026/5/16,2004,0,2004,2026/1/19,WF,0,2004
XY06-001,VS2601023,CAU,CIW034C8Z4,Z4/星夜群星圖案印花,"8""方形午餐袋",10006487,BLK_SL007196,2026/1/20,2026/4/13,36408,10,36418,2026/1/27,2026/4/8,0,36418
XY06-002,VS2601023,CAU,CIW034C8Z8,Z8/四維立體印花,"8""方形午餐袋",10003359,BLK_SL007196,2026/1/20,2026/4/6,65804,10,65814,2026/1/27,2026/4/2,0,65814
SL10-009,VS2601025,VIC,VIC157B09A0,黑色,單肩包（A版）,654026,317758,2026/1/24,2026/7/1,4,0,4,2026/1/27,2026/6/19,0,4
SL10-010,VS2601026,VIC,VIC157B09A0,黑色,單肩包（A版）,654026,317760,2026/1/24,2026/7/1,4,0,4,2026/1/27,2026/6/19,0,4
BY06-002,VS2601027,CAU,CIW211C12B0,B0/霧藍色,12罐無拉鏈冰袋,10004133,BLK_SL006216C/6241E,2026/1/26,2026/4/10,5000,5,5005,2026/1/27,2026/4/13,0,5005
BY02-001,VS2601027,CAU,CIW211C12B1,B1/海藍色19-4042TPG,12罐無拉鏈冰袋,10005501,BLK_SL006216C/6241E,2026/1/26,2026/4/10,30000,5,30005,2026/1/27,2026/4/19,0,30005
SL03-004,VS2601028,TLP,TLP051T21A0,BLACK/黑色,"21""兩輪拉桿箱（伸縮）",632237,PO#13680,2026/1/26,2026/5/30,1000,3,1003,2026/1/28,2026/5/11,0,1003
SL05-008,VS2601028,TLP,TLP051K14A0,BLACK/黑色,"14""冰袋",623106,PO#13680,2026/1/26,2026/5/30,1000,3,1003,2026/1/28,2026/5/14,0,1003
,VS2601029,SAM,SAM220K12L0,橄欖綠PINE GREEN,"17.71""旅行袋(Weekender)",149197-1693,NA01441807,2026/1/27,2026/6/29,500,1,501,2026/1/28,2026/6/1,0,501
BY01-002,VS2601030,CAU,CIW211C13B0,B0/霧藍色,24罐無拉鏈冰袋,10005502,BLK_SL006233G,2026/1/27,2026/4/30,30000,5,30005,2026/1/28,2026/4/16,0,30005
,VS2601031,SAM,SAM220K12L0,橄欖綠PINE GREEN,"17.71""旅行袋(Weekender)",149197-1693,NA01441807,2026/1/27,2026/8/1,500,0,500,2026/1/28,2026/6/3,0,500
,VS2601032,TLP,TLP051T21A0,BLACK/黑色,"21""兩輪拉桿箱（伸縮）",632237,PO#13680試產樣,2026/1/28,2026/4/15,1,1,2,2026/1/30,VBF,0,2
,VS2601032,TLP,TLP051K14A0,BLACK/黑色,"14""冰袋",623106,PO#13680試產樣,2026/1/28,2026/4/15,1,1,2,2026/1/30,VBF,0,2
,VS2601033,CAU,CIW211C13B1,B1/海藍色19-4042TPG,24罐無拉鏈冰袋,10004135,BLK_SL006242G,2026/1/28,2026/4/15,5000,5,5005,2026/1/30,2026/4/11,0,5005
SL05-009,VS2601034,TLP,TLP120D9A0,JET BLACK / 黑色,"9""組織功能袋",43024AZ01,PO#13693,2026/1/29,2026/6/7,600,0,600,2026/1/30,2026/5/25,0,600
SL06-009,VS2601034,TLP,TLP120C16A0,JET BLACK / 黑色,"16""手提公文袋",430240501,PO#13693,2026/1/29,2026/6/7,600,0,600,2026/1/30,2026/6/3,0,600
SL06-008,VS2601034,TLP,TLP150B18.5R0,CRIMSON SHADOW / 黑配紅,"18.5"" 大號電腦背包",430245808,PO#13693,2026/1/29,2026/6/7,600,0,600,2026/1/30,2026/5/22,0,600
SL05-007,VS2601035,VIC,VIC170-2B17A0,BLACK黑色,背包1（肩帶尾調節方式改同VIC150）,602151,318485,2026/1/30,2026/5/18,1000,0,1000,2026/2/4,2026/4/23,0,1000
SL04-006,VS2601035,VIC,VIC170-2B20A0,BLACK黑色,旅行背包（肩帶尾調節方式改同VIC150）,602155,318485,2026/1/30,2026/5/18,1000,0,1000,2026/2/4,2026/5/5,0,1000
SL11-012,VS2601035,VIC,VIC170-2B18-1A0,BLACK黑色,背包6（肩帶尾改成同VIC150）,602154,318485,2026/1/30,2026/5/18,1860,0,1860,2026/2/4,2026/5/11,0,1860
SL04-004,VS2601035,VIC,VIC170-2B18A0,BLACK黑色,背包5（肩帶尾調節方式改同VIC150）,602153,318485,2026/1/30,2026/5/18,1000,0,1000,2026/2/4,2026/5/9,0,1000
SL04-005,VS2601035,VIC,VIC178B18B1,NAVY BLUE 藏青色,背包5,653287,318485,2026/1/30,2026/5/18,1000,0,1000,2026/2/4,2026/5/18,0,1000
SL12-001,VS2601035,VIC,VIC178B16B1,NAVY BLUE 藏青色,"16""單肩背包",653281,318485,2026/1/30,2026/5/18,1000,0,1000,2026/2/4,2026/5/14,0,1000
SL04-007,VS2601036,VIC,VIC340D13B0,藏藍, 12寸旅行袋版本2,653653,"318486
",2026/1/30,2026/5/27,500,0,500,2026/2/4,2026/5/27,0,500
,VS2601037,SPG,SPG200K12A0,黑色BLACK,可收納旅行袋,B000056400199,29690,2026/2/2,2026/5/11,2070,0,2070,2026/2/4,2026/5/5,0,2070
SL01-008,VS2601038,SPG,SPG200K151A0,黑色 BLACK,高級午餐冰袋（LEEDS）,B000057100199,29691,2026/2/2,2026/5/22,8100,0,8100,2026/2/4,2026/5/7,0,8100
SL01-009,VS2601038,SPG,SPG200K151T0, 棕色(CARHARTT BROWN),高級午餐冰袋（LEEDS）,B000057121199,29691,2026/2/2,2026/5/22,5904,0,5904,2026/2/4,2026/5/16,0,5904
SL01-010,VS2601038,SPG,SPG200K151N0,深藍色NAVY,高級午餐冰袋（LEEDS）,B000057140199,29691,2026/2/2,2026/5/22,2844,0,2844,2026/2/4,2026/5/22,0,2844
,VS2601039,SPG,SPG200K11T0,棕色 CARHARTT BROWN,工具手提包,B000057421199,29692,2026/2/2,2026/4/17,2004,0,2004,2026/2/4,WF,0,2004
,VS2601040,SPG,SPG200K10A0,黑色（BLACK),長方冰袋,B000057000199,29693,2026/2/2,2026/4/17,2064,0,2064,2026/2/4,WF,0,2064
,VS2601041,SPG,SPG200K12A0,黑色BLACK,可收納旅行袋,B000056400199,29699,2026/2/2,2026/5/25,2664,0,2664,2026/2/4,2026/5/7,0,2664
,VS2601041,SPG,SPG200K12T0,棕色CARHARTT BROWN,可收纳旅行袋,B000056421199,29699,2026/2/2,2026/5/25,2664,0,2664,2026/2/4,2026/5/9,0,2664
SL01-011,VS2601042,SPG,SPG200K151G0,灰色GRAVEL,高級午餐冰袋（LEEDS),B000057103999,29700,2026/2/2,2026/5/25,2880,0,2880,2026/2/4,2026/5/11,0,2880
SL01-012,VS2601042,SPG,SPG200K151T0, 棕色(CARHARTT BROWN),高級午餐冰袋（LEEDS）,B000057121199,29700,2026/2/2,2026/5/25,2880,0,2880,2026/2/4,2026/5/14,0,2880
SL01-013,VS2601042,SPG,SPG200K151A0,黑色 BLACK,高級午餐冰袋（LEEDS）,B000057100199,29700,2026/2/2,2026/5/25,2880,0,2880,2026/2/4,2026/5/16,0,2880
SL02-005,VS2601043,SPG,SPG210K14A0,黑色,"30""裝備袋C0（常規）",B000050400199,29755,2026/2/2,2026/5/25,1040,0,1040,2026/2/4,2026/5/14,0,1040
,VS2602001,SPG,SPG210K05T0,棕色 CARHARTT BROWN,手提包C0（常規）,B000055521199,27962,2026/2/2,2026/5/12,2226,0,2226,2026/2/4,WF,0,2226
SL01-014,VS2602001,SPG,SPG200K151T0, 棕色(CARHARTT BROWN),高級午餐冰袋（LEEDS）,B000057121199,27962,2026/2/2,2026/6/5,4572,0,4572,2026/2/4,2026/5/20,0,4572
SL01-015,VS2602001,SPG,SPG200K151G0,灰色GRAVEL,高級午餐冰袋（LEEDS),B000057103999,27962,2026/2/2,2026/6/5,3060,0,3060,2026/2/4,2026/5/23,0,3060
SL01-016,VS2602001,SPG,SPG200K151A0,黑色 BLACK,高級午餐冰袋（LEEDS）,B000057100199,27962,2026/2/2,2026/6/5,5796,0,5796,2026/2/4,2026/5/26,0,5796
,VS2602001,SPG,SPG200K12T0,棕色CARHARTT BROWN,可收纳旅行袋,B000056421199,27962,2026/2/2,2026/5/18,2020,0,2020,2026/2/4,2026/5/13,0,2020
,VS2602001,SPG,SPG210K10T0,棕色CARHARTT BROWN,"20""裝備袋C0（常規）",B000050121199,27962,2026/2/2,2026/5/28,640,0,640,2026/2/4,2026/5/19,0,640
,VS2602001,SPG,SPG200K12A0,黑色BLACK,可收納旅行袋,B000056400199,27962,2026/2/2,2026/5/18,2020,0,2020,2026/2/4,2026/5/16,0,2020
XY01-023,VS2602001,SPG,SPG210K05A0,黑色BLACK,手提包C0（常規）,B000055500199,27962,2026/2/2,2026/5/12,2688,0,2688,2026/2/4,WF,0,2688
SL07-010,VS2602001,SPG,SPG210K141T0,棕色 CARHARTT BROWN,中號工具袋C0（常規）,B000052221199,27962,2026/2/2,2026/5/25,2004,0,2004,2026/2/4,2026/5/20,0,2004
XY02-006,VS2602001,SPG,SPG210K162A0,黑色BLACK,16寸工具袋C0（常規）,B000051800199,27962,2026/2/2,2026/5/21,2007,0,2007,2026/2/4,2026/5/11,0,2007
XY07-008,VS2602001,SPG,SPG210K12A0,黑色,"23""裝備袋C0(常規)",B000050200199,27962,2026/2/2,2026/5/28,684,0,684,2026/2/4,2026/5/19,0,684
,VS2602001,SPG,SPG210K10G0,灰色GRAVEL,"20""裝備袋C0（常規）",B000050103999,27962,2026/2/2,2026/5/28,500,0,500,2026/2/4,2026/5/21,0,500
,VS2602001,SPG,SPG210K10A0,黑色BLACK,"20""裝備袋C0（常規）",B000050100199,27962,2026/2/2,2026/5/28,710,0,710,2026/2/4,2026/5/22,0,710
XY07-009,VS2602001,SPG,SPG210K12G0,灰色GRAVEL,"23""裝備袋C0(常規)",B000050203999,27962,2026/2/2,2026/5/28,504,0,504,2026/2/4,2026/5/20,0,504
XY07-013,VS2602002,SPG,SPG171B10Z1,豹紋迷彩MO BOTTTOMLANDS,12罐冰袋,B000054690499,29633,2026/2/3,2026/5/25,504,0,504,2026/2/27,2026/5/19,0,504
,VS2602003,SPG,SPG171B10Z1,豹紋迷彩MO BOTTTOMLANDS,12罐冰袋,B000054690499,29633,2026/2/3,2026/4/30,3,0,3,2026/2/27,VBF,0,3
XY02-007,VS2602004,SPG,SPG210K162T0,棕色CARHARTT BROWN,16寸工具袋C0（常規）,B000051821199,29777,2026/2/6,2026/5/25,1206,0,1206,2026/2/27,2026/5/18,0,1206
XY02-008,VS2602004,SPG,SPG210K162A0,黑色BLACK,16寸工具袋C0（常規）,B000051800199,29777,2026/2/6,2026/5/25,1206,0,1206,2026/2/27,2026/5/21,0,1206
,VS2602005,CAU,CIS073C17Z2,黑色+深灰,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007187,2026/2/7,2026/2/7,5,0,5,2026/2/27,2026/2/25,0,5
,VS2602005,CAU,CIS073C17Z3,藍色+藏藍,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007187,2026/2/7,2026/2/7,5,0,5,2026/2/27,2026/2/25,0,5
,VS2602005,CAU,CIS073C17Z4,粉色+桃紅,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007187,2026/2/7,2026/2/7,5,0,5,2026/2/27,2026/2/25,0,5
,VS2602005,CAU,CIS073C17Z5,藻綠+蔥綠,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007187,2026/2/7,2026/2/7,5,0,5,2026/2/27,2026/2/25,0,5
,VS2602005,CAU,CIS073C17Z6,水泥灰+煙灰,SAM'S 2026 9寸保鮮午餐桶 5721SU,5721SU,BLK_SL007187,2026/2/7,2026/2/7,5,0,5,2026/2/27,2026/2/25,0,5
BY06-001,VS2602006,CAI,CIW216C12B1,B1/海藍色19-4042TPG,12罐無拉鏈冰袋,10006205,TBA,2026/2/7,2026/4/18,730,0,730,2026/2/27,2026/4/15,0,730
BY06-003,VS2602006,CAI,CIW216C12B0,B0/霧藍色,12罐無拉鏈冰袋,10006206,TBA,2026/2/7,2026/4/18,736,0,736,2026/2/27,2026/4/16,0,736
BY06-004,VS2602006,CAI,CIW216C12A0,A0/烏黑色19-4104TPG,12罐無拉鏈冰袋,10006204,TBA,2026/2/7,2026/4/18,1472,0,1472,2026/2/27,2026/4/17,0,1472
,VS2602007,WIP,WIP050K05A0,BLACK黑色,RICHMOND錢包(小圓角),I036996,26TRUS02312/22,2026/2/26,2026/5/22,1,0,1,2026/2/27,VBF,0,1
,VS2602007,WIP,WIP050D20A0,黑色,RICHMOND小號旅行袋,I037004,26TRUS02312/22,2026/2/26,2026/5/22,1,0,1,2026/2/27,VBF,0,1
XY05-001,VS2602008,CAU,CIW211C12B1,B1/海藍色19-4042TPG,12罐無拉鏈冰袋,10005501,BLK_SL006241F,2026/2/26,2026/4/30,20000,5,20005,2026/2/27,2026/4/28,0,20005
XY07-010,VS2602009,SPG,SPG210K12T0,棕色CARHARTT BROWN,"23""裝備袋C0(常規)",B000050221199,29828,2026/2/26,2026/6/2,756,0,756,2026/2/27,2026/5/29,0,756
,VS2602009,SPG,SPG210K05T0,棕色 CARHARTT BROWN,手提包C0（常規）,B000055521199,29828,2026/2/26,2026/6/2,4368,0,4368,2026/2/27,WF,0,4368
,VS2602009,SPG,SPG210K05A0,黑色BLACK,手提包C0（常規）,B000055500199,29828,2026/2/26,2026/6/2,3276,0,3276,2026/2/27,WF,0,3276
XY07-014,VS2602009,SPG,SPG171B10G0,GRAVEL灰色,12罐冰袋,B000054603999,29828,2026/2/26,2026/6/2,900,0,900,2026/2/27,2026/5/20,0,900
XY07-015,VS2602009,SPG,SPG171B10A0,BLACK黑色,12罐冰袋,B000054600199,29828,2026/2/26,2026/6/2,2244,0,2244,2026/2/27,2026/5/21,0,2244
SL09-005,VS2602009,SPG,SPG210K5A0,黑色BLACK,女士生活用品袋C0（常規）,B000051200199,29828,2026/2/26,2026/6/2,2040,0,2040,2026/2/27,WF,0,2040
XY07-011,VS2602009,SPG,SPG210K12A0,黑色,"23""裝備袋C0(常規)",B000050200199,29828,2026/2/26,2026/6/2,504,0,504,2026/2/27,2026/6/2,0,504
,VS2602009,SPG,SPG210K10G0,灰色GRAVEL,"20""裝備袋C0（常規）",B000050103999,29828,2026/2/26,2026/6/2,500,0,500,2026/2/27,2026/5/18,0,500
,VS2602009,SPG,SPG210K10A0,黑色BLACK,"20""裝備袋C0（常規）",B000050100199,29828,2026/2/26,2026/6/2,500,0,500,2026/2/27,2026/5/19,0,500
SL09-006,VS2602009,SPG,SPG210K5P0,葡萄紫PORT,女士生活用品袋,B000051261499,29828,2026/2/26,2026/6/2,1020,0,1020,2026/2/27,WF,0,1020
,VS2602010,SPG,SPG200K13A0,SANMAR工具袋 黑色(BLACK),SANMAR工具袋,B000057600199,29885,2026/2/26,2026/6/6,2090,0,2090,2026/2/27,WF,0,2090
SL02-008,VS2602011,SPG,SPG200K30A0,SANMAR 30寸裝備袋 黑色(BLACK),SANMAR 30寸裝備袋,B000056600199,29867,2026/2/26,2026/6/6,2000,0,2000,2026/2/27,2026/5/21,0,2000
SL09-001,VS2602012,SPG,SPG200K121A0,BLACK黑色,旅行冰袋,B000056700199,29868,2026/2/26,2026/6/6,2004,0,2004,2026/2/27,2026/5/29,0,2004
SL01-018,VS2602013,SPG,SPG200K151A0,黑色 BLACK,高級午餐冰袋（LEEDS）,B000057100199,29869,2026/2/26,2026/6/6,5760,0,5760,2026/2/27,2026/5/29,0,5760
