訂單號,訂單序號,訂單版本,主鍵標示,客戶簡稱,客戶簡碼,款號,款號名稱,COLORWAY,客戶款號代碼,訂單數量,加產數量,客戶訂單號,款號尺寸,下單日期,客戶要求交期,建立日期,生效日期
VS2512044,1,1,VS2512044-1,SPG,SPG,SPG210K141T0,中號工具袋C0（常規）,棕色 CARHARTT BROWN,B000052221199,2004,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,2,1,VS2512044-2,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,13020,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,3,1,VS2512044-3,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,13020,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,4,1,VS2512044-4,SPG,SPG,SPG210K05Z0,手提包C0,鴨子迷彩BLIND DUCK CAMO,B000055590299,1008,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,5,1,VS2512044-5,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,1008,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,6,1,VS2512044-6,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,1008,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,7,1,VS2512044-7,SPG,SPG,SPG200K151G0,高級午餐冰袋（LEEDS),灰色GRAVEL,B000057103999,1008,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,8,1,VS2512044-8,SPG,SPG,SPG210K143A0,14寸工具袋（LEGACY)C0（常規）,黑色BLACK,B000051700199,1002,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,9,1,VS2512044-9,SPG,SPG,SPG200K151A0,高級午餐冰袋（LEEDS）,黑色 BLACK,B000057100199,2016,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,10,1,VS2512044-10,SPG,SPG,SPG210K14T0,"30""裝備袋C0（常規）",棕色CARHARTT BROWN,B000050421199,648,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,11,1,VS2512044-11,SPG,SPG,SPG210K12T0,"23""裝備袋C0(常規)",棕色CARHARTT BROWN,B000050221199,2232,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,12,1,VS2512044-12,SPG,SPG,SPG210K12G0,"23""裝備袋C0(常規)",灰色GRAVEL,B000050203999,504,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,13,1,VS2512044-13,SPG,SPG,SPG210K12A0,"23""裝備袋C0(常規)",黑色,B000050200199,4440,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,14,1,VS2512044-14,SPG,SPG,SPG210K10T0,"20""裝備袋C0（常規）",棕色CARHARTT BROWN,B000050121199,1000,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,15,1,VS2512044-15,SPG,SPG,SPG210K10G0,"20""裝備袋C0（常規）",灰色GRAVEL,B000050103999,1000,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,16,1,VS2512044-16,SPG,SPG,SPG210K10A0,"20""裝備袋C0（常規）",黑色BLACK,B000050100199,1000,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,17,1,VS2512044-17,SPG,SPG,SPG210K11A0,"25""多功能旅行袋C0（常規）",黑色,B000049900199,1000,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,18,1,VS2512044-18,SPG,SPG,SPG200K151T0,高級午餐冰袋（LEEDS）, 棕色(CARHARTT BROWN),B000057121199,2016,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512044,19,1,VS2512044-19,SPG,SPG,SPG210K11T0,"25""多功能旅行袋C0（常規）",棕色 CARHARTT BROWN,B000049921199,2000,0,29527,,2026/12/30,2026/4/15,2025/12/30,2025/12/31
VS2512045,1,1,VS2512045-1,CALIFORNIA INNOVATIONS,CAU,CIW028C10A0,"10""側開午餐袋（無插扣）",A0/黑色,10004976,20799,15,TBA,,2026/12/31,2026/3/30,2025/12/31,2025/12/31
VS2601001,1,1,VS2601001-1,CALIFORNIA INNOVATIONS,CAU,CIW028C10A0,"10""側開午餐袋（無插扣）",A0/黑色,10004976,23139,5,BLK_SL007195,,2026/1/6,2026/4/14,2026/1/6,2026/1/6
VS2601002,1,1,VS2601002-1,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,2,0,29527,,2026/1/10,2026/4/25,2026/1/10,2026/1/12
VS2601002,2,1,VS2601002-2,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,2,0,29527,,2026/1/10,2026/4/25,2026/1/10,2026/1/12
VS2601003,1,1,VS2601003-1,SPG,SPG,SPG240B13T0,兩層冰袋背包,CARHARTT BROWN棕色,B000058221199,300,0,29569,,2026/1/10,2026/5/2,2026/1/10,2026/1/12
VS2601004,1,1,VS2601004-1,SPG,SPG,SPG240B13T0,兩層冰袋背包,CARHARTT BROWN棕色,B000058221199,200,0,29571,,2026/1/10,2026/5/2,2026/1/10,2026/1/12
VS2601005,1,1,VS2601005-1,SPG,SPG,SPG240B13T0,兩層冰袋背包,CARHARTT BROWN棕色,B000058221199,500,0,29576,,2026/1/10,2026/5/2,2026/1/10,2026/1/12
VS2601006,1,1,VS2601006-1,SPG,SPG,SPG171B10A0,12罐冰袋,BLACK黑色,B000054600199,1284,0,29572,,2026/1/10,2026/5/2,2026/1/10,2026/1/12
VS2601007,1,1,VS2601007-1,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,7980,0,29577,,2026/1/10,2026/5/2,2026/1/10,2026/1/12
VS2601007,2,1,VS2601007-2,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,6300,0,29577,,2026/1/10,2026/5/2,2026/1/10,2026/1/12
VS2601007,3,1,VS2601007-3,SPG,SPG,SPG200K12A0,可收納旅行袋,黑色BLACK,B000056400199,1010,0,29577,,2026/1/10,2026/5/2,2026/1/10,2026/1/12
VS2601007,4,1,VS2601007-4,SPG,SPG,SPG200K12T0,可收纳旅行袋,棕色CARHARTT BROWN,B000056421199,1010,0,29577,,2026/1/10,2026/5/2,2026/1/10,2026/1/12
VS2601008,1,1,VS2601008-1,SPG,SPG,SPG240B13T0,兩層冰袋背包,CARHARTT BROWN棕色,B000058221199,11,0,29569,,2026/1/10,2026/4/2,2026/1/10,2026/1/12
VS2601009,1,1,VS2601009-1,CALIFORNIA INNOVATIONS,CAU,CIW034C8Z8,"8""方形午餐袋",Z8/四維立體印花,10003359,12064,15,BLK_SL007196,,2026/1/12,2026/3/30,2026/1/12,2026/1/12
VS2601010,1,1,VS2601010-1,CALIFORNIA INNOVATIONS,CAU,CIW034C8Z4,"8""方形午餐袋",Z4/星夜群星圖案印花,10006487,30456,15,BLK_SL007196,,2026/1/12,2026/3/30,2026/1/12,2026/1/12
VS2601011,1,1,VS2601011-1,Victorinox Swiss Army,VIC,VIC157B09A0,單肩包（A版）,黑色,654026,7,0,317755,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601011,2,1,VS2601011-2,Victorinox Swiss Army,VIC,VIC157B18A0,"18""背包",黑色,654027,7,0,317755,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601011,3,1,VS2601011-3,Victorinox Swiss Army,VIC,VIC157B19A0,04背包,黑色,654028,7,0,317755,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601011,4,1,VS2601011-4,Victorinox Swiss Army,VIC,VIC157B17A0,01背包,黑色,654029,7,0,317755,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601011,5,1,VS2601011-5,Victorinox Swiss Army,VIC,VIC157B20A0,02背包,黑色,654030,7,0,317755,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601011,6,1,VS2601011-6,Victorinox Swiss Army,VIC,VIC157D19A0,旅行袋01,黑色,654031,7,0,317755,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601011,7,1,VS2601011-7,Victorinox Swiss Army,VIC,VIC157B18L0,"18""背包",綠色,654033,7,0,317755,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601012,1,1,VS2601012-1,Victorinox Swiss Army,VIC,VIC157B09A0,單肩包（A版）,黑色,654026,6,0,317756,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601012,2,1,VS2601012-2,Victorinox Swiss Army,VIC,VIC157B18A0,"18""背包",黑色,654027,7,0,317756,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601012,3,1,VS2601012-3,Victorinox Swiss Army,VIC,VIC157B19A0,04背包,黑色,654028,6,0,317756,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601012,4,1,VS2601012-4,Victorinox Swiss Army,VIC,VIC157B17A0,01背包,黑色,654029,26,0,317756,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601012,5,1,VS2601012-5,Victorinox Swiss Army,VIC,VIC157B20A0,02背包,黑色,654030,6,0,317756,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601012,6,1,VS2601012-6,Victorinox Swiss Army,VIC,VIC157D19A0,旅行袋01,黑色,654031,6,0,317756,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601012,7,1,VS2601012-7,Victorinox Swiss Army,VIC,VIC157B18L0,"18""背包",綠色,654033,6,0,317756,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601012,8,1,VS2601012-8,Victorinox Swiss Army,VIC,VIC157B19L0,04背包,綠色,654034,27,0,317756,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601012,9,1,VS2601012-9,Victorinox Swiss Army,VIC,VIC157B17L0,01背包,綠色,654035,27,0,317756,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601012,10,1,VS2601012-10,Victorinox Swiss Army,VIC,VIC157B20L0,02背包,綠色,654036,6,0,317756,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601013,1,1,VS2601013-1,Victorinox Swiss Army,VIC,VIC157B09A0,單肩包（A版）,黑色,654026,1,0,317757,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601013,2,1,VS2601013-2,Victorinox Swiss Army,VIC,VIC157B18A0,"18""背包",黑色,654027,1,0,317757,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601013,3,1,VS2601013-3,Victorinox Swiss Army,VIC,VIC157B19A0,04背包,黑色,654028,1,0,317757,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601013,4,1,VS2601013-4,Victorinox Swiss Army,VIC,VIC157B17A0,01背包,黑色,654029,1,0,317757,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601013,5,1,VS2601013-5,Victorinox Swiss Army,VIC,VIC157B20A0,02背包,黑色,654030,1,0,317757,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601013,6,1,VS2601013-6,Victorinox Swiss Army,VIC,VIC157D19A0,旅行袋01,黑色,654031,1,0,317757,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601013,7,1,VS2601013-7,Victorinox Swiss Army,VIC,VIC157B18L0,"18""背包",綠色,654033,1,0,317757,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601013,8,1,VS2601013-8,Victorinox Swiss Army,VIC,VIC157B19L0,04背包,綠色,654034,1,0,317757,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601013,9,1,VS2601013-9,Victorinox Swiss Army,VIC,VIC157B17L0,01背包,綠色,654035,1,0,317757,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601013,10,1,VS2601013-10,Victorinox Swiss Army,VIC,VIC157B20L0,02背包,綠色,654036,1,0,317757,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601014,1,1,VS2601014-1,Victorinox Swiss Army,VIC,VIC157B18L0,"18""背包",綠色,654033,3,0,317759,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601014,2,1,VS2601014-2,Victorinox Swiss Army,VIC,VIC157B19L0,04背包,綠色,654034,3,0,317759,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601014,3,1,VS2601014-3,Victorinox Swiss Army,VIC,VIC157B17L0,01背包,綠色,654035,3,0,317759,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601014,4,1,VS2601014-4,Victorinox Swiss Army,VIC,VIC157B20L0,02背包,綠色,654036,3,0,317759,,2026/1/14,2026/4/28,2026/1/14,2026/1/15
VS2601015,1,1,VS2601015-1,Victorinox Swiss Army,VIC,VIC157B09A0,單肩包（A版）,黑色,654026,1100,0,317758,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601015,2,1,VS2601015-2,Victorinox Swiss Army,VIC,VIC157B18A0,"18""背包",黑色,654027,1100,0,317758,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601015,3,1,VS2601015-3,Victorinox Swiss Army,VIC,VIC157B19A0,04背包,黑色,654028,1200,0,317758,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601015,4,1,VS2601015-4,Victorinox Swiss Army,VIC,VIC157B17A0,01背包,黑色,654029,1100,0,317758,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601015,5,1,VS2601015-5,Victorinox Swiss Army,VIC,VIC157B20A0,02背包,黑色,654030,1000,0,317758,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601015,6,1,VS2601015-6,Victorinox Swiss Army,VIC,VIC157D19A0,旅行袋01,黑色,654031,600,0,317758,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601015,7,1,VS2601015-7,Victorinox Swiss Army,VIC,VIC157B18L0,"18""背包",綠色,654033,500,0,317758,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601015,8,1,VS2601015-8,Victorinox Swiss Army,VIC,VIC157B19L0,04背包,綠色,654034,500,0,317758,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601015,9,1,VS2601015-9,Victorinox Swiss Army,VIC,VIC157B17L0,01背包,綠色,654035,500,0,317758,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601015,10,1,VS2601015-10,Victorinox Swiss Army,VIC,VIC157B20L0,02背包,綠色,654036,500,0,317758,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601016,1,1,VS2601016-1,Victorinox Swiss Army,VIC,VIC157B09A0,單肩包（A版）,黑色,654026,300,0,317760,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601016,2,1,VS2601016-2,Victorinox Swiss Army,VIC,VIC157B18A0,"18""背包",黑色,654027,800,0,317760,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601016,3,1,VS2601016-3,Victorinox Swiss Army,VIC,VIC157B19A0,04背包,黑色,654028,820,0,317760,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601016,4,1,VS2601016-4,Victorinox Swiss Army,VIC,VIC157B17A0,01背包,黑色,654029,720,0,317760,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601016,5,1,VS2601016-5,Victorinox Swiss Army,VIC,VIC157B20A0,02背包,黑色,654030,800,0,317760,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601016,6,1,VS2601016-6,Victorinox Swiss Army,VIC,VIC157D19A0,旅行袋01,黑色,654031,320,0,317760,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601017,1,1,VS2601017-1,Victorinox Swiss Army,VIC,VIC157B09A0,單肩包（A版）,黑色,654026,10,0,317755,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601017,2,1,VS2601017-2,Victorinox Swiss Army,VIC,VIC157B18A0,"18""背包",黑色,654027,10,0,317755,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601017,3,1,VS2601017-3,Victorinox Swiss Army,VIC,VIC157B19A0,04背包,黑色,654028,10,0,317755,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601017,4,1,VS2601017-4,Victorinox Swiss Army,VIC,VIC157B17A0,01背包,黑色,654029,10,0,317755,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601017,5,1,VS2601017-5,Victorinox Swiss Army,VIC,VIC157B20A0,02背包,黑色,654030,10,0,317755,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601017,6,1,VS2601017-6,Victorinox Swiss Army,VIC,VIC157D19A0,旅行袋01,黑色,654031,10,0,317755,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601017,7,1,VS2601017-7,Victorinox Swiss Army,VIC,VIC157B18L0,"18""背包",綠色,654033,10,0,317755,,2026/1/14,2026/7/1,2026/1/14,2026/1/15
VS2601018,1,1,VS2601018-1,WIP,WIP,WIP050K05P0,RICHMOND 錢包(小圓角）,PALISANDER 紅木色,I036996,920,1,26TR000086-91,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601018,2,1,VS2601018-2,WIP,WIP,WIP050K05A0,RICHMOND錢包(小圓角),BLACK黑色,I036996,1865,1,26TR000086-91,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601018,3,1,VS2601018-3,WIP,WIP,WIP050D27P0,RICHMOND 大號旅行袋,PALISANDER 紅木色,I037001,335,1,26TR000086-91,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601018,4,1,VS2601018-4,WIP,WIP,WIP050D27A0,RICHMOND大號旅行袋,BLACK黑色,I037001,225,1,26TR000086-91,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601018,5,1,VS2601018-5,WIP,WIP,WIP050D20P0,RICHMOND 小號旅行袋,PALISANDER 紅木色,I037004,530,1,26TR000086-91,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601018,6,1,VS2601018-6,WIP,WIP,WIP050D20A0,RICHMOND小號旅行袋,黑色,I037004,540,1,26TR000086-91,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601019,1,1,VS2601019-1,WIP,WIP,WIP050K05P0,RICHMOND 錢包(小圓角）,PALISANDER 紅木色,I036996,461,0,26TRHK00085-90,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601019,2,1,VS2601019-2,WIP,WIP,WIP050K05A0,RICHMOND錢包(小圓角),BLACK黑色,I036996,814,0,26TRHK00085-90,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601019,3,1,VS2601019-3,WIP,WIP,WIP050D27P0,RICHMOND 大號旅行袋,PALISANDER 紅木色,I037001,66,0,26TRHK00085-90,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601019,4,1,VS2601019-4,WIP,WIP,WIP050D27A0,RICHMOND大號旅行袋,BLACK黑色,I037001,77,0,26TRHK00085-90,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601019,5,1,VS2601019-5,WIP,WIP,WIP050D20P0,RICHMOND 小號旅行袋,PALISANDER 紅木色,I037004,69,0,26TRHK00085-90,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601019,6,1,VS2601019-6,WIP,WIP,WIP050D20A0,RICHMOND小號旅行袋,黑色,I037004,289,0,26TRHK00085-90,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601020,1,1,VS2601020-1,WIP,WIP,WIP050K05P0,RICHMOND 錢包(小圓角）,PALISANDER 紅木色,I036996,120,0,20260115,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601020,2,1,VS2601020-2,WIP,WIP,WIP050K05A0,RICHMOND錢包(小圓角),BLACK黑色,I036996,119,0,20260115,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601020,5,1,VS2601020-5,WIP,WIP,WIP050D20P0,RICHMOND 小號旅行袋,PALISANDER 紅木色,I037004,50,0,20260115,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601020,6,1,VS2601020-6,WIP,WIP,WIP050D20A0,RICHMOND小號旅行袋,黑色,I037004,71,0,20260115,,2026/1/15,2026/5/22,2026/1/15,2026/1/16
VS2601021,1,1,VS2601021-1,CALIFORNIA INNOVATIONS,CAU,CIT014C14G0,24罐無拉鏈冰袋,灰色/G0,10001065,10000,10,BLK-SL007185C,,2026/1/16,2026/5/12,2026/1/16,2026/1/16
VS2601022,1,1,VS2601022-1,SPG,SPG,SPG150D11T0,55L 旅行袋,Carhartt Brown CSI 暗褐棕,B000042120199,1902,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,2,1,VS2601022-2,SPG,SPG,SPG210K11A0,"25""多功能旅行袋C0（常規）",黑色,B000049900199,2000,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,3,1,VS2601022-3,SPG,SPG,SPG210K11T0,"25""多功能旅行袋C0（常規）",棕色 CARHARTT BROWN,B000049921199,2000,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,4,1,VS2601022-4,SPG,SPG,SPG210K10A0,"20""裝備袋C0（常規）",黑色BLACK,B000050100199,500,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,5,1,VS2601022-5,SPG,SPG,SPG210K10G0,"20""裝備袋C0（常規）",灰色GRAVEL,B000050103999,500,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,6,1,VS2601022-6,SPG,SPG,SPG210K10T0,"20""裝備袋C0（常規）",棕色CARHARTT BROWN,B000050121199,560,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,7,1,VS2601022-7,SPG,SPG,SPG210K12A0,"23""裝備袋C0(常規)",黑色,B000050200199,504,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,8,1,VS2601022-8,SPG,SPG,SPG210K12G0,"23""裝備袋C0(常規)",灰色GRAVEL,B000050203999,504,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,9,1,VS2601022-9,SPG,SPG,SPG210K12T0,"23""裝備袋C0(常規)",棕色CARHARTT BROWN,B000050221199,504,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,10,1,VS2601022-10,SPG,SPG,SPG210K143T0,14寸工具袋（LEGACY)C0（常規）,棕色 CARHARTT BROWN,B000051721199,2004,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,11,1,VS2601022-11,SPG,SPG,SPG210K162T0,16寸工具袋C0（常規）,棕色CARHARTT BROWN,B000051821199,2007,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,12,1,VS2601022-12,SPG,SPG,SPG171B10A0,12罐冰袋,BLACK黑色,B000054600199,1752,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,13,1,VS2601022-13,SPG,SPG,SPG171B10G0,12罐冰袋,GRAVEL灰色,B000054603999,1380,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,14,1,VS2601022-14,SPG,SPG,SPG210K05A0,手提包C0（常規）,黑色BLACK,B000055500199,2016,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,15,1,VS2601022-15,SPG,SPG,SPG210K05T0,手提包C0（常規）,棕色 CARHARTT BROWN,B000055521199,2940,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601022,16,1,VS2601022-16,SPG,SPG,SPG210K161A0,汽車雜物袋C0（常規）,黑色BLACK,B000055600199,2004,0,29633,,2026/1/16,2026/4/25,2026/1/16,2026/1/17
VS2601023,1,1,VS2601023-1,CALIFORNIA INNOVATIONS,CAU,CIW034C8Z4,"8""方形午餐袋",Z4/星夜群星圖案印花,10006487,36408,10,BLK_SL007196,,2026/1/20,2026/4/13,2026/1/20,2026/1/20
VS2601023,2,1,VS2601023-2,CALIFORNIA INNOVATIONS,CAU,CIW034C8Z8,"8""方形午餐袋",Z8/四維立體印花,10003359,65804,10,BLK_SL007196,,2026/1/20,2026/4/6,2026/1/20,2026/1/20
VS2601024,1,1,VS2601024-1,CALIFORNIA INNOVATIONS,CAU,CIW211C13B1,24罐無拉鏈冰袋,B1/海藍色19-4042TPG,10004135,20000,5,BLK_SL006242F,,2026/1/23,2026/3/25,2026/1/23,2026/1/23
VS2601025,1,1,VS2601025-1,Victorinox Swiss Army,VIC,VIC157B09A0,單肩包（A版）,黑色,654026,4,0,317758,,2026/1/24,2026/7/1,2026/1/24,2026/1/24
VS2601026,1,1,VS2601026-1,Victorinox Swiss Army,VIC,VIC157B09A0,單肩包（A版）,黑色,654026,4,0,317760,,2026/1/24,2026/7/1,2026/1/24,2026/1/24
VS2601027,1,1,VS2601027-1,CALIFORNIA INNOVATIONS,CAU,CIW211C12B0,12罐無拉鏈冰袋,B0/霧藍色,10004133,5000,5,BLK_SL006216C/6241E,,2026/1/26,2026/4/10,2026/1/26,2026/1/26
VS2601027,2,1,VS2601027-2,CALIFORNIA INNOVATIONS,CAU,CIW211C12B1,12罐無拉鏈冰袋,B1/海藍色19-4042TPG,10005501,30000,5,BLK_SL006216C/6241E,,2026/1/26,2026/4/10,2026/1/26,2026/1/26
VS2601028,1,1,VS2601028-1,Travelpro - CA（加拿大）,TLP,TLP051T21A0,"21""兩輪拉桿箱（伸縮）",BLACK/黑色,632237,1000,3,PO#13680,,2026/1/26,2026/5/30,2026/1/26,2026/1/27
VS2601028,2,1,VS2601028-2,Travelpro - CA（加拿大）,TLP,TLP051K14A0,"14""冰袋",BLACK/黑色,623106,1000,3,PO#13680,,2026/1/26,2026/5/30,2026/1/26,2026/1/27
VS2601029,1,1,VS2601029-1,Samsonite,SAM,SAM220K12L0,"17.71""旅行袋(Weekender)",橄欖綠PINE GREEN,149197-1693,500,1,NA01441807,,2026/1/27,2026/6/29,2026/1/27,2026/1/27
VS2601030,1,1,VS2601030-1,CALIFORNIA INNOVATIONS,CAU,CIW211C13B0,24罐無拉鏈冰袋,B0/霧藍色,10005502,30000,5,BLK_SL006233G,,2026/1/27,2026/4/30,2026/1/27,2026/1/27
VS2601031,1,1,VS2601031-1,Samsonite,SAM,SAM220K12L0,"17.71""旅行袋(Weekender)",橄欖綠PINE GREEN,149197-1693,500,0,NA01441807,,2026/1/27,2026/8/1,2026/1/27,2026/1/27
VS2601032,1,1,VS2601032-1,Travelpro - CA（加拿大）,TLP,TLP051T21A0,"21""兩輪拉桿箱（伸縮）",BLACK/黑色,632237,1,1,PO#13680試產樣,,2026/1/28,2026/4/15,2026/1/28,2026/1/29
VS2601032,2,1,VS2601032-2,Travelpro - CA（加拿大）,TLP,TLP051K14A0,"14""冰袋",BLACK/黑色,623106,1,1,PO#13680試產樣,,2026/1/28,2026/4/15,2026/1/28,2026/1/29
VS2601033,1,1,VS2601033-1,CALIFORNIA INNOVATIONS,CAU,CIW211C13B1,24罐無拉鏈冰袋,B1/海藍色19-4042TPG,10004135,5000,5,BLK_SL006242G,,2026/1/28,2026/4/15,2026/1/28,2026/1/28
VS2601034,1,1,VS2601034-1,Travelpro,TLP,TLP120D9A0,"9""組織功能袋",JET BLACK / 黑色,43024AZ01,600,0,PO#13693,,2026/1/29,2026/6/7,2026/1/29,2026/1/29
VS2601034,2,1,VS2601034-2,Travelpro,TLP,TLP120C16A0,"16""手提公文袋",JET BLACK / 黑色,430240501,600,0,PO#13693,,2026/1/29,2026/6/7,2026/1/29,2026/1/29
