訂單編號,產品別,規格,鍍層碼,厚度mm,寬度mm,用途碼,業務需求備註
2502DFD057/001,PPGL,CGLC400-10,AZ70,0.476,911,CIA007,"1.目標寬度912~914mm
2.單捲限重2.8-3.2噸，最後一顆可不依限重。
3.請生產足量"
2502DFD063/001,PPSUS,CSUS304-20,-,0.36,914,CIA008,1.限重4~4.9噸，最後一顆可不依限重。
2504EFE011/001,PPGL,A792SSGR80,AZ35,0.361,1038,COG001,*請勿生產* 2025/9/11 更改Trader:由OPTIMA改為MARCO POLO
2508ECE004/001,PPGL,A792SSGR80,AZ50,0.467,1092,COG003,*請勿生產*此為2505EFE010之轉單
2502DFD057/004,PPGL,CGLC400-10,AZ70,0.476,911,CIA007,"1.目標寬度912~914mm
2.單捲限重2.8-3.2噸，最後一顆可不依限重。
3.請生產足量"
2502DFD057/005,PPGL,CGLC400-10,AZ70,0.476,911,CIA006,"1.目標寬度912~914mm
2.單捲限重2.8-3.2噸，最後一顆可不依限重。
3.請生產足量"
2503EFE046/001,PPGL,A792MSSGR550,AZM150,0.5,1000,COA001,TO原料: 請挑選較大顆的母鋼捲
2503EFE046/002,PPGL,A792MSSGR550,AZM150,0.5,1000,COA001,TO原料: 請挑選較大顆的母鋼捲
2503EFE045/003,PPGL,A792MSSGR550,AZM150,0.47,1219,COA001,"TO 原料: 生產投入時請挑選較大顆鋼捲
2025/02/27 * 訂單更改為四月份單，此訂單不生產"
2503EFE045/002,PPGL,A792MSSGR550,AZM150,0.47,1219,COA001,"TO 原料: 生產投入時請挑選較大顆鋼捲
2025/02/27 * 訂單更改為四月份單，此訂單不生產"
2503DFD057/001,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,急件！
2503EFE045/001,PPGL,A792MSSGR550,AZM150,0.47,1219,COA001,"TO 原料: 生產投入時請挑選較大顆鋼捲
2025/02/27 * 訂單更改為四月份單，此訂單不生產"
2501EFE032/005,PPGL,A792SSGR80,AZ50,0.47,1092,COG007,"TO 生管、原料
項次2仍在對色確認中，故先放行項次1、3、4、5、6"
2501DFD019/001,PPGL,CGLCC-20,AZ150,0.42,914,CIA008,"1.限重4-4.9噸，最後一顆可不依限重。
2.0.42比重aiming 0.86~0.87KG/尺"
2501EFE028/001,PPGL,A792SSGR80,AZ50,0.361,1038,COG007,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2501EFE028/002,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2501EFE028/003,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO 技術:
1.請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2503DFD047/001,PPGL,A792MCQ,AZM150,0.6,1219,COA001,"2025/3/26:
1.修改數量為5噸
2.修改厚度變異為2.5%

案名:奇美相關案件用料
2.投入殘料鋼捲4101934/0005
3.限重4.5~5.5噸，此為分條用，勿低於下限重
4.修補漆*1
5.請切一片30cm全板寬生產板，做TAF試驗用"
2503DFD047/002,PPGL,A792MCQ,AZM150,0.5,914,CIA008,"案名:奇美用料&致圓方正科技
1.需求量40噸
2.修補漆*1
3.請切一片30cm全板寬生產板，做TAF試驗用"
2503DCD016/001,PPGL,CGLCC-20,AZ150,0.42,914,CIA008,"2025/05/21Revised
1.取消訂單，更改為DFD。

2025/05/05Revised
1.更改限重2~3.5→4。
2.更改套筒N→K。
3.新增壓花條件A016Z。
4.更改調質碼S→B，因調質碼無法更改成B故以備註方式表示。
5.原訂單號碼為2403RIX001/001，鋼號4031942/1102。"
2505DCD005/002,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2504EFE002/004,PPGL,A792SSGR80,AZ50,0.47,1092,COG007,2025/03/07 * 修改成超保固*
2504EFE002/003,PPGL,A792SSGR80,AZ50,0.47,1092,COG003,2025/03/07 * 修改成超耐候*
2503DFD031/002,PPGL,CGLC-10,AZ070,0.426,1219,CIR030,"1.用戶:啟貿
2.請注意版形、邊波、注意正背面不可板翹
3.請生產足量
4.限重3.8-4.5噸，最後一顆可不依限重"
2503DFD031/003,PPGL,CGLC-10,AZ070,0.726,914,CIR030,"1.用戶:啟貿
2.請注意版形、邊波、注意正背面不可板翹
3.請生產足量"
2504EFE041/003,PPGL,A792MSSGR550,AZM150,0.47,940,COA001,新背標C853，客戶要求鍍層標示為AZ150而不是AZM150。
2501DFD040/004,PPGL,CGLC400-10,AZ70,0.476,911,CIA007,"1.目標寬度912~914mm
2.單捲限重2.8-3.2噸，最後一顆可不依限重。
3.請生產足量"
2501EFE040/001,PPGL,A792SSGR80,AZ50,0.381,1029,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2501EFE040/004,PPGL,A792SSGR80,AZ50,0.381,1029,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2501EFE041/001,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL"
2501EFE040/003,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER"""
2501EFE053/001,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,客戶換料(CQ→Gr275)
2501EFE053/002,PPGL,A792MSSGR275,AZM150,0.47,914,COA010,客戶換料(CQ→Gr275)
2502EFE014/001,PPGL,A792SSGR33,AZ50,0.381,909,COG003,"TO 技術處： 
1. 厚度公差AIMING +0.0030""; 寬度公差AIMING +0.1875""。 
2. 寬度公差標準比照ASTM 924 TABLE 3。 
3. 邊波上限0.375""; I-UNITS上限40。 
4. 用途為戶外壁板/屋頂浪板"
2502EFE015/001,PPGL,A792SSGR33,AZ50,0.457,1219,COG003,"TO 技術處: 
1. FLATNESS 1/2 ASTM 。 
2. END USE: RES/CON ROOFING & SIDING。"
2502EFE016/001,PPGL,A792CSB,AZ50,0.508,1219,COG001,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。 
2. 所有鋼捲包裝前須保持乾燥。 
3. 標準外銷包裝以防受潮及鋼捲損壞。 
4. 產品規格須符合ASTM最新版本規範。 
5. 最終用途為成型浪板。"
2502EOE001/002,PPGI,A653MCQ,Z120,0.5,49,CIR001,"TO 原料 / 技術 / 生管:
1.  毛邊限制：最大0.05mm。
2.  寬度公差: -0/+5mm (Aim +0/-0.2mm)。
3.  表面請勿沾染灰塵及髒汙，無壓力痕等其他表面不良情形。
4.  請以兩條皮帶繫固單顆鋼捲，單顆鋼捲包裝。
5.  解捲方向：逆時針方向。
6.  每顆鋼捲需標註鋼捲號碼及重量。
7.  其餘條件請請比照先前訂單。"
2501DFD046/005,PPSUS,CSUS304-20,-,0.36,914,CIA008,1.0.36mm比重aiming 0.76~0.78kg/尺
2501EFE003/003,PPGL,A792SSGR80,AZ50,0.381,1041,COA001,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2501EFE003/004,PPGL,A792SSGR33,AZ50,0.381,914,COG003,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2501EFE003/005,PPGL,A792SSGR33,AZ50,0.381,914,COG003,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2501EFE003/012,PPGL,A792SSGR80,AZ50,0.508,1092,COG003,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2501EFE003/018,PPGL,A792SSGR33,AZ50,0.61,1219,COG003,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2501EFE003/022,PPGL,A792SSGR33,AZ50,0.61,1219,COG003,"TO技術處: 
1. THICKNESS TOLERANCE 1/2 ASTM STANDARD。  
2. END USAGE : ROLL FORMED STEEL PANEL。"
2501EFE017/001,PPGL,A792CSB,AZ50,0.508,1219,COG001,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。 
2. 所有鋼捲包裝前須保持乾燥。 
3. 標準外銷包裝以防受潮及鋼捲損壞。 
4. 產品規格須符合ASTM最新版本規範。 
5. 最終用途為成型浪板。
6. 新色，SMP保固20Y。"
2501EFE017/002,PPGL,A792CSB,AZ50,0.508,1219,COG001,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。 
2. 所有鋼捲包裝前須保持乾燥。 
3. 標準外銷包裝以防受潮及鋼捲損壞。 
4. 產品規格須符合ASTM最新版本規範。 
5. 最終用途為成型浪板。
6. 新色，SMP保固20Y。"
2501EFE017/003,PPGL,A792CSB,AZ50,0.508,1219,COG001,"TO 技術處: 
1. TOLERANCE AS PER 1/2 ASTM STANDARD。 
2. 所有鋼捲包裝前須保持乾燥。 
3. 標準外銷包裝以防受潮及鋼捲損壞。 
4. 產品規格須符合ASTM最新版本規範。 
5. 最終用途為成型浪板。
6. 新色，SMP保固20Y。"
2502EFE048/001,PPGL,A792CSB,AZ50,0.508,1219,COG001,"TO 技術處:
1.THICKNESS CONTROL IS CIRTIAL
2.THICKNESS TOLERANCE IS AIMING 1/2 OF A924 OR BETTER"
2507EOE002/001,PPGL,A792SSGR33,AZ50,0.508,406,COG007,"1. TO 技術處: 
1. AIMING SLIT WIDTH TOLERANCE: -0~+0.005"", 保證 -0~+0.016""。
2. 原母鋼寬度為 1225mm (分條刀數2刀)。 
3. 單一分條鋼捲限重1.4MT MAX。 
4. 每一棧板放置分條鋼捲數量不得超過3顆。 
5. 每一棧板+鋼捲重量不得超過4.5MT。"
2507AIX002/001,PPGL,A792SSGR33,AZ50,0.508,1225,COG007,=2507EOE002/001
2502EFE059/001,PPGL,A792SSGR80,AZ50,0.381,1029,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象.

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2502EFE059/002,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象.

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2502EFE059/003,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象.

***此訂單中轉Camden, 後段由住友承接運送至加拿大，非銷美訂單***"
2502EFE060/001,PPGL,A792SSGR80,AZ50,0.381,1029,COG003,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象."
2502EFE060/005,PPGL,A792SSGR80,AZ50,0.381,1029,COG007,"TO技術處:
保證1/2 ASTM 厚度公差，平坦度<=12 I-UNIT
END-USE: METAL BUILDING PANEL
品證書上請備註""SMP 40Y BY PAINT SUPPLIER""

請務必加嚴管控避免背面漆溢流現象."
2501DFD004/001,PPGI,CGCD1-10,Z12,0.756,810,CIC005,1. 此單生產時請知會R&D吳昭瑢處長
2502EOE001/001,PPGI,A653MCQ,Z120,0.3,29,CIR001,"TO 原料 / 技術 / 生管:
1.  毛邊限制：最大0.05mm。
2.  寬度公差: -0/+5mm (Aim +0/-0.2mm)。
3.  表面請勿沾染灰塵及髒汙，無壓力痕等其他表面不良情形。
4.  請以兩條皮帶繫固，兩顆鋼捲包裝一起。
5.  解捲方向：逆時針方向。
6.  每顆鋼捲需標註鋼捲號碼及重量。
7.  其餘條件請請比照先前訂單。"
2508EFE012/001,PPGL,CGL400-10,AZ070,0.55,1250,COA001,"TO 技術處:
1. T.S MIN. 330 N/M2
2. Y.S MIN. 250 N/M2
3. ELONGATION: MIN 19%
4. CHEMICAL COMPOSITION: C MAX 0.2% / Si MAX 0.6% / Mn MAX 1.7% /P MAX0.1% S MAX 0.045%
5. DIMENSIONAL TOLERANCE ACC. TO BS EN10143 WITH AIMING 1/2 TOLERANCE ON THICKNES.
6. SHOW ""SYSCO CGC400 MECHANICAL PROPERITIES ARE SIMILAR TO EN S250GD "" ON MTC
TO 生管/原料:
急單 ，交期9月中旬
因歐盟額度限制，投料請勿超過訂單總數量300MT
*2025/08/27 修改色碼說明*"
2508EFE012/002,PPGL,CGL400-10,AZ070,0.55,1250,COA001,"TO 技術處:
1. T.S MIN. 330 N/M2
2. Y.S MIN. 250 N/M2
3. ELONGATION: MIN 19%
4. CHEMICAL COMPOSITION: C MAX 0.2% / Si MAX 0.6% / Mn MAX 1.7% /P MAX0.1% S MAX 0.045%
5. DIMENSIONAL TOLERANCE ACC. TO BS EN10143 WITH AIMING 1/2 TOLERANCE ON THICKNES.
6. SHOW ""SYSCO CGC400 MECHANICAL PROPERITIES ARE SIMILAR TO EN S250GD "" ON MTC
TO 生管/原料:
急單 ，交期9月中旬
因歐盟額度限制，投料請勿超過訂單總數量300MT
*2025/08/27 修改色碼說明*"
2508EFE012/003,PPGL,CGL400-10,AZ070,0.55,1250,COA001,"TO 技術處:
1. T.S MIN. 330 N/M2
2. Y.S MIN. 250 N/M2
3. ELONGATION: MIN 19%
4. CHEMICAL COMPOSITION: C MAX 0.2% / Si MAX 0.6% / Mn MAX 1.7% /P MAX0.1% S MAX 0.045%
5. DIMENSIONAL TOLERANCE ACC. TO BS EN10143 WITH AIMING 1/2 TOLERANCE ON THICKNES.
6. SHOW ""SYSCO CGC400 MECHANICAL PROPERITIES ARE SIMILAR TO EN S250GD "" ON MTC
TO 生管/原料:
急單 ，交期9月中旬
因歐盟額度限制，投料請勿超過訂單總數量300MT
*2025/08/27 修改色碼說明*"
2509EFE014/004,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO技術處
FLATNESS : AIMING 1.9~1.95 LB/FT"
2508EFE012/004,PPGL,CGL400-10,AZ070,0.55,1250,COA001,"TO 技術處:
1. T.S MIN. 330 N/M2
2. Y.S MIN. 250 N/M2
3. ELONGATION: MIN 19%
4. CHEMICAL COMPOSITION: C MAX 0.2% / Si MAX 0.6% / Mn MAX 1.7% /P MAX0.1% S MAX 0.045%
5. DIMENSIONAL TOLERANCE ACC. TO BS EN10143 WITH AIMING 1/2 TOLERANCE ON THICKNES.
6. SHOW ""SYSCO CGC400 MECHANICAL PROPERITIES ARE SIMILAR TO EN S250GD "" ON MTC
TO 生管/原料:
急單 ，交期9月中旬
因歐盟額度限制，投料請勿超過訂單總數量300MT
*2025/08/27 修改色碼說明*"
2509EFE016/002,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"9/18 修改厚度變異
TO 技術處:
THICKNESS - (AIM - 2%)"
2508DCD006/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2509EFE014/002,PPGL,A792SSGR80,AZ50,0.361,1038,COG003,"TO技術處
FLATNESS : AIMING 1.9~1.95 LB/FT"
2507ECE005/001,PPGL,CGL400-10,AZ070,0.55,1250,COA001,"TO 技術處:
1. T.S MIN. 330 N/M2
2. Y.S MIN. 250 N/M2
3. ELONGATION: MIN 19%
4. CHEMICAL COMPOSITION: C MAX 0.2% / Si MAX 0.6% / Mn MAX 1.7% /P MAX0.1% S MAX 0.045%
5. DIMENSIONAL TOLERANCE ACC. TO BS EN10143 WITH AIMING 1/2 TOLERANCE ON THICKNES.
6. SHOW ""SYSCO CGC400 MECHANICAL PROPERITIES ARE SIMILAR TO EN S250GD "" ON MTC
TO 技術/原料/生管:
此訂單將轉入原訂單2507EFE048之小鋼捲，鋼捲編號: 5083030/2002"
2508DFD064/002,PPGL,CGLC400-20,AZ150,0.576,914,CIA021,要做三明治板.需整平
2508DFD060/002,PPGI,CGCC-10,Z12,1.2,1221,COA006,1.母鋼分切2粒。
2507EFE050/001,PPGL,A792CSB,AZ50,0.483,1219,COG001,"TO PP & Shipping：
急單，請於8月底至9月初完成生產及出貨"
2508DFD064/001,PPGL,CGLC400-20,AZ150,0.576,914,CIA021,要做三明治板.需整平
2509DCD002/002,PPGL,CGLCC-20,AZ150,0.35,914,COA020,2025/9/24:修改數量為5噸
2507EFE051/002,PPGL,A792SSGR80,AZ50,0.361,1038,COG007,"TO 原料&技術
*請勿配料 底材已完成* 9/11更改港口"
2507EFE051/003,PPGL,A792SSGR80,AZ50,0.361,1038,COG007,"TO 原料&技術
*請勿配料 底材已完成* 9/11更改港口"
2508DFD060/004,PPGI,CGCC-10,Z12,1.2,1221,COA006,1.母鋼分切2顆。
2508DFD061/001,PPGL,CGLC400-30,AZ150,0.326,914,CIA008,"2025/8/27Revised
1.限重3.7~4.9，15噸以上4切 15噸以下3切。"
2508DFD061/002,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,"2025/8/27Revised
1.限重3.7~4.9，15噸以上4切 15噸以下3切。"
2508DFD061/003,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,"2025/8/27Revised
1.限重3.7~4.9，15噸以上4切 15噸以下3切。"
2508DFD061/004,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,"2025/8/27Revised
1.限重3.7~4.9，15噸以上4切 15噸以下3切。"
2508DFD062/001,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"2025/8/27Revised
1.限重3.7~4.9，15噸以上4切 15噸以下3切。"
2501DCD004/003,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2501DFD003/001,PPGI,CGCD1-10,Z12,0.756,795,CIC005,"1. 此單生產時請知會R&D吳昭瑢處長

修改訂單寬度，由770mm-->795mm"
2502EFE003/001,PPGL,A792SSGR80,AZ50,0.493,1086,COG003,"TO 技術:
請特別注意平坦度保證STEEPNESS & FLATNESS 板形≦12 I-UNIT"
2507DCD008/001,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2507DFD059/001,PPGL,CGLC-20,AZ150,0.426,914,COA010,"2025/7/31 Revised
1.更改限重，限重4~5→3.5~3.9，最後一顆可不依限重。

1.單捲限重3.5~3.9噸"
2508DMD065/006,,,,,,,2025/8/25:由130噸修改為180噸
2508DMD065/002,,,,,,,2025/8/25:由120噸修改為170噸
2508DMD065/003,,,,,,,2025/8/25:由60噸修改為85噸
2508DFD068/001,PPGL,CGLC400-30,AZ185,0.52,914,CIA008,"2025/8/29Revised
1.修改備標C815→C060

特急件~

(此訂單鍍層請幫忙修正為AZ185)"
2507DCD008/003,PPSUS,CSUS304-20,-,0.46,914,CIA008,由TWZ0887轉入，請勿投產。
2505DFD085/003,PPGL,CGLC400-10,AZ70,0.476,911,CIA007,1.限重3.5~4噸，最後一顆可不依限重。
2507DFD068/001,PPGL,CGLCC-33,AZ200,0.8,762,COA001,"急單
1. 請依米數分切，780米一切，餘一小顆可不依限重。(前端試算結果 198m/mt)
2. 投入殘料鋼號：5051747/0000(重15.430噸)+一顆HR
3. 修補漆*1"
2507DFD068/003,PPGL,CGLCC-30,AZ200,0.6,914,CIA008,"急單
1. 需求量：3~4噸(不超過5噸)
2. 修補漆*1"
2508DFD033/001,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"2025/8/12Revised
1.更改限重3.8~5→3~5。

特急件"
2507DFD069/002,PPGL,A792MCQ,AZM100,0.476,965,COR007,"急單
需求量：75噸
1. 請依米數分切，1400米一切，餘一小顆可不依限重。(前端試算結果 281m/mt)
2. 客戶機台上限重5.2噸，請勿超過。
3. 修補漆*1"
2505DFD085/004,PPGL,CGLC400-10,AZ70,0.476,1198,CIA001,"1.目標寬度1198-1202
2.母鋼分切4顆，因應複合板(上下層板搭配)生產，米數需接近。
3.限重4.5~5.5噸，以分切4顆為主。"
2507DFD066/002,PPGL,CGLCC-33,AZ200,0.72,1219,CIA008,"2025/9/23:
客戶取消訂單，修改為1噸以示取消。

AZ200  CGLCC-33
套筒改R
正面PVDF60u min/背面PVDF50u min  顏色待確認對色中"
2507DFD068/002,PPGL,CGLCC-30,AZ200,0.6,914,CIA008,"急單
1. 請投入殘料鋼號：5042542/0003、5042547/0004
2. 限重4~4.5噸，最後一顆可不依限重。"
2508DFD033/002,PPGL,CGLC400-20,AZ150,0.52,914,CIA008,"2025/8/12Revised
1.更改限重3.8~5→3~5。

特急件"
2507DFD069/003,PPGL,A792MSSGR275,AZM150,0.6,1117,CIA021,"急單
需求量：7噸
1. 投入殘料鋼號：3041714/2102
2. 請依米數分切，700米一切，餘一小顆可不依限重。(前端試算結果 194m/mt)
3. 客戶機台上限重5.2噸，請勿超過。
4. 修補漆*1"
2509EFE016/001,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"9/18 修改厚度變異
TO 技術處:
THICKNESS - (AIM - 2%)"
2509EFE015/001,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"9/18 修改厚度變異
TO 技術處:
THICKNESS - (AIM - 2%)"
2509EFE015/002,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"9/18 修改厚度變異
TO 技術處:
THICKNESS - (AIM - 2%)"
2509EFE015/003,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"9/18 修改厚度變異
TO 技術處:
THICKNESS - (AIM - 2%)"
2509EFE015/004,PPGL,A792SSGR80,AZ50,0.381,1038,COG003,"10/8 項次4 修改色碼為SWS16
9/18 修改厚度變異
TO 技術處:
THICKNESS - (AIM - 2%)"
2508DFD072/001,PPGL,A792MCQ,AZM150,0.6,1219,CIA008,"2025/9/4:勾選本單為工程案訂單

工程案名：台灣日酸新建工程用料
1. 需求量：17噸
2. 限重5~5.5噸，餘一小顆可不依限重
3. 修補漆*1"
2508DFD069/001,PPGL,CGLC400-30,AZ150,0.52,914,CIA008,單捲限重3.8~5噸
2507DFD067/001,PPGL,A792MCSB,AZM180,0.9,914,CIA008,1. 客戶要求加紙套筒
2507DFD070/002,PPGL,CGLC400-30,AZ150,0.576,1095,CIA021,"114/08/28 Revised
1.用途碼修改CIA001-->CIA021
2.套筒修改R→K"
2507DFD070/003,PPGL,CGLC400-30,AZ150,0.576,1095,CIA021,"114/08/28 Revised
1.用途碼修改CIA001-->CIA021
2.套筒修改R→K"
2507DFD066/001,PPGL,CGLCC-33,AZ200,0.72,914,CIA008,"2025/9/23:
客戶取消訂單，修改為1噸以示取消。

AZ200  CGLCC-33
套筒改R
正面PVDF60u min/背面PVDF50u min   顏色待確認對色中"
2507DFD068/004,PPGL,CGLCC-33,AZ200,0.8,1219,COA001,"急單
1. 限重4~4.5噸，最後一顆可不依限重。
2. 修補漆*1"
2507DFD068/005,PPGL,CGLCC-30,AZ200,0.5,914,CIA008,"急單
1. 限重4~4.5噸，最後一顆可不依限重。
2. 修補漆*1"
2507DFD069/001,PPGL,A792MCQ,AZM150,0.8,1117,CIA021,"2025/8/26:
修改正面漆色碼為FV156

2025/8/22:
修改正面漆色碼為FVY77

急單
需求量：133噸
1. 請依米數分切，700米一切，餘一小顆可不依限重。(前端試算結果 144m/mt)
2. 客戶機台上限重5.2噸，請勿超過。
3. 修補漆*1"
2508DFD033/004,PPGL,CGLC400-20,AZ150,0.52,1219,CIA008,"1.取消訂單，20噸→1噸。

特急件"
2508DFD044/002,PPGL,CGLC400-20,AZ150,0.45,960,COA010,"1. 直立式木架包裝。
2. 請依軋延率≧82%的規則採買熱軋。
3. 客戶表示因用戶端的大天車裁撤，因此必須降低最
    大限重；客戶拜託我們能否把最後一顆分切鋼捲，若是超過3.2噸，
     再次分切成2顆1噸多的小鋼捲，重量低於訂單限重客戶也願意
     一級品接受。"
2508DMD065/005,,,,,,,2025/8/25:由65噸修改為90噸
2507DFD069/004,PPGL,A792MCQ,AZM150,0.6,914,CIA008,"急單
需求量：12噸
1. 投入殘料鋼號：5041056/0002
2. 限重4~4.5噸，最後一顆可不依限重。
3. 修補漆*1"
2508EFD002/001,PPGL,A792MSSGR275,AZM150,0.5,1219,COA001,"TO 技術處: 
1. MTC SHOW COIL LENGTH
2. MTC MUST MENTION “ORDER THICKNESS IS BMT” IN COLUMN OF SPEC."
2508EFD002/002,PPGL,A792MSSGR275,AZM150,0.5,1219,COA001,"TO 技術處: 
1. MTC SHOW COIL LENGTH
2. MTC MUST MENTION “ORDER THICKNESS IS BMT” IN COLUMN OF SPEC."
2508EFD002/003,PPGL,A792MSSGR275,AZM150,0.5,1219,COA001,"TO 技術處: 
1. MTC SHOW COIL LENGTH
2. MTC MUST MENTION “ORDER THICKNESS IS BMT” IN COLUMN OF SPEC."
2508EFD002/004,PPGL,A792MSSGR275,AZM150,0.4,1219,COA001,"TO 技術處: 
1. MTC SHOW COIL LENGTH
2. MTC MUST MENTION “ORDER THICKNESS IS BMT” IN COLUMN OF SPEC."
2508EFD002/005,PPGL,A792MSSGR275,AZM150,0.6,1219,COA001,"TO 技術處: 
1. MTC SHOW COIL LENGTH
2. MTC MUST MENTION “ORDER THICKNESS IS BMT” IN COLUMN OF SPEC."
2508EFD003/001,PPGL,A792MSSGR275,AZM150,0.5,1225,COA001,"TO 技術處:
1.  MTC SHOW COIL LENGTH 
2. MTC MUST MENTION “ORDER THICKNESS IS BMT”IN COLUMN OF SPEC."
2508EFD012/002,PPGL,A792MSSGR550,AZM150,0.5,1219,COA001,"TO原料: 
1.請挑選較大顆的母鋼捲
2.使用對應材原料"
2508EFD003/002,PPGL,A792MSSGR275,AZM150,0.5,1225,COA001,"TO 技術處:
1.  MTC SHOW COIL LENGTH 
2. MTC MUST MENTION “ORDER THICKNESS IS BMT”IN COLUMN OF SPEC."
2508EFD003/003,PPGL,A792MSSGR275,AZM150,0.4,1225,COA001,"TO 技術處:
1.  MTC SHOW COIL LENGTH 
2. MTC MUST MENTION “ORDER THICKNESS IS BMT”IN COLUMN OF SPEC."
2508EFD004/001,PPGL,A792MSSGR275,AZM150,0.5,1219,COA001,"TO 技術處：
1. 品證備註欄位請秀 : ORDER THICKNESS IS BMT 
2. MTC SHOW COIL LENGTH"
2508DCD003/001,PPGL,CGLCC-20,AZ150,0.326,1010,CHA020,"2025/8/5 Revised
1.用途碼COA020印刷戶外壁板-->CHA020印刷戶外壁板(特殊處理)"
2508DFD072/002,PPGL,A792MCQ,AZM150,0.6,914,CIA008,"2025/9/4:勾選本單為工程案訂單

工程案名：台灣日酸新建工程用料
1. 需求量：11噸
2. 限重3~4.5噸，餘一小顆可不依限重
3. 修補漆*1"
2505DFD085/005,PPGL,CGLC400-10,AZ70,0.476,1198,CIA001,"3/18:修改套筒為P
3/17:確認此項次

1.目標寬度1198-1202
2.HR請盡量挑選20.5~22噸內
3.限重5~5.5噸，母鋼分切4顆，因應複合板(上下層板搭配)生產，米數需接近。
4.請生產足量"
