CONK,cust_num,cust_num_name,Trader,Trader_name,buyer_cust,buyer_cust_name,A6SNO,STAND,SPEC,GAOF,OGAG,OWID,ZINC,CTTY,A5ANNE,A1SPLY,A1MTRL,A1STHR,A1GAG,A1WID,A3GAG,A7SNO,COLOT,PGAOT,COLOB,PGABT,USAGE,DEC2,OPCD,DEC6,BORE,SLEEV,BMAK,PCOD,GRNTE,WLOW,WUP
2503EFE002/001,CA00001,ECCOHEATINGPRODUCTSLTD.,CA00030,AMALGAMATEDTRADINGLTD.,CA00001,ECCOHEATINGPRODUCTSLTD.,PL06363,ASTM,A792CSB,0,0.33,1219.0,AZ50,MIN,S1,CH,SAE1008,SAE1008,2.0,1229.0,0.308,5W56T4Y1,5W56T4,25,5W56T4,25,COG001,屋頂(保證年限),-,無選配,508,P,S000,P7,-,3.0,5.4
2502EFD005/001,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,BD00035,"PRAN-RFL(SYLVAN)GROUP,BANGLADESH",PL04052,ASTM,A792MSSGR550,0,0.47,1000.0,AZM150,AC,H2,CH,SAE1008,SAE1008,2.2,1010.0,0.428,SR4494Y2,SR4494,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,N,C108,E0,-,3.0,5.0
2502EFD004/003,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,BD00040,"AKIJSTEEL,BANGLADESH",PL03559,ASTM,A792MSSGR550,0,0.5,1000.0,AZM150,AC,H2,CH,SAE1008,SAE1008,2.2,1010.0,0.458,SW1162Y1,SW1162,25,BW7362,NOM,COA001,屋頂,-,無選配,508,N,C108,E0,-,3.0,5.0
2502EFD005/002,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,BD00035,"PRAN-RFL(SYLVAN)GROUP,BANGLADESH",PL04052,ASTM,A792MSSGR550,0,0.47,1000.0,AZM150,AC,H2,CH,SAE1008,SAE1008,2.2,1010.0,0.428,SL5777Y2,SL5777,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,N,C108,E0,-,3.0,5.0
2502EFD005/003,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,BD00035,"PRAN-RFL(SYLVAN)GROUP,BANGLADESH",PL04052,ASTM,A792MSSGR550,0,0.47,1000.0,AZM150,AC,H2,CH,SAE1008,SAE1008,2.2,1010.0,0.428,SL8777Y2,SL8777,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,N,C108,E0,-,3.0,5.0
2502EFD005/004,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,BD00035,"PRAN-RFL(SYLVAN)GROUP,BANGLADESH",PL05674,ASTM,A792MSSGR340,0,0.47,1000.0,AZM150,AC,S1,CH,SAE1022,SAE1022,2.27,1010.0,0.432,SR4494Y2,SR4494,25,BW73Y2,12.5,COA001,屋頂,-,無選配,508,N,C108,E0,-,3.0,5.0
2502EFD006/001,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,BD00007,STEELMARK,PL03938,ASTM,A792MSSGR550,0,0.5,914.0,AZM150,AC,H2,CH,SAE1008,SAE1008,2.2,924.0,0.458,RYS862Y1,RYS862,30,BW73Y2,12.5,COA001,屋頂,-,無選配,508,S,C134,E0,-,2.5,4.0
2502EFD007/001,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,TT00007,ISLANDROOFING,PL06237,ASTM,A792MSSGR275,-3,0.5,1220.0,AZM150,BC,S1,CSC,SAE1012,SAE1012,2.02,1230.0,0.49,SY9064Y1,SY9064,25,BW7362,NOM,COA001,屋頂,-,無選配,508,N,C160,P7,-,3.0,5.0
2502EFD007/002,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,TT00007,ISLANDROOFING,PL06237,ASTM,A792MSSGR275,-3,0.5,1220.0,AZM150,BC,S1,CSC,SAE1012,SAE1012,2.02,1230.0,0.49,SY8664Y1,SY8664,25,BW7362,NOM,COA001,屋頂,-,無選配,508,N,C160,P7,-,3.0,5.0
2502EFD003/001,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,LK00043,JCSAKURAINTERNATIONALCOMPANY,PL04630,ASTM,A792MSSGR550,0,0.47,914.0,AZM150,AC,H2,CSC,SAE1008,SAE1008,2.0,924.0,0.428,2R8307Y1,2R8307,25,BW7362,NOM,COA001,屋頂,-,無選配,508,N,C108,E0,-,3.0,5.0
2502EFD003/002,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,LK00043,JCSAKURAINTERNATIONALCOMPANY,PL04630,ASTM,A792MSSGR550,0,0.47,914.0,AZM150,AC,H2,CSC,SAE1008,SAE1008,2.0,924.0,0.428,6B6404Y1,6B6404,25,BW7362,NOM,COA001,屋頂,-,無選配,508,N,C108,E0,-,3.0,5.0
2502EFD003/003,TWS0087,禾寶實業股份有限公司,TWS0087,禾寶實業股份有限公司,LK00043,JCSAKURAINTERNATIONALCOMPANY,PL04630,ASTM,A792MSSGR550,0,0.47,914.0,AZM150,AC,H2,CSC,SAE1008,SAE1008,2.0,924.0,0.428,5G7404M4,5G7404,25,BW7362,NOM,COA001,屋頂,-,無選配,508,N,C108,E0,-,3.0,5.0
2503EFE004/001,CA00001,ECCOHEATINGPRODUCTSLTD.,CA00030,AMALGAMATEDTRADINGLTD.,CA00001,ECCOHEATINGPRODUCTSLTD.,PL04355,ASTM,A792CSB,0,0.483,1219.0,AZ50,MIN,S1,CSC,1008C,SAE1008,2.21,1229.0,0.47,3Y9AT4Y1,3Y9AT4,25,3Y9AT4,25,COG001,屋頂(保證年限),-,無選配,508,P,S000,P7,-,3.0,5.4
2503EFE001/001,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03858,ASTM,A792SSGR80,0,0.381,1041.0,AZ50,AC,H2,MARU,1008LAK,SAE1008,2.01,1051.0,0.339,SYT9P4Y1,SYT9P4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE001/007,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03852,ASTM,A792SSGR33,0,0.381,914.0,AZ50,AC,S1,MARU,1008LAK,SAE1008,2.01,924.0,0.342,SYT9P4Y1,SYT9P4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE001/008,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03852,ASTM,A792SSGR33,0,0.381,914.0,AZ50,AC,S1,MARU,1008LAK,SAE1008,2.01,924.0,0.342,SBH7N4Y1,SBH7N4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE001/009,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03150,ASTM,A792SSGR33,0,0.381,914.0,AZ50,AC,S1,MARU,1008LAK,SAE1008,2.01,924.0,0.342,SRV3T3Y2,SRV3T3,25,BW73Z2,NOM,COG001,屋頂(保證年限),-,超耐候屋頂,508,P,S000,E0,-,3.0,4.5
2503EFE001/010,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03860,ASTM,A792SSGR80,0,0.508,1092.0,AZ50,AC,H2,MARU,1008LAK,SAE1008,2.01,1102.0,0.466,SBH784Y1,SBH784,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE001/017,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL04149,ASTM,A792SSGR33,0,0.508,1219.0,AZ50,AC,S1,CH,SAE1008,SAE1008,2.2,1229.0,0.471,SYT9P4Y6,SYT9P4,25,SYT9P4,25,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE001/018,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL04149,ASTM,A792SSGR33,0,0.508,1219.0,AZ50,AC,S1,CH,SAE1008,SAE1008,2.2,1229.0,0.471,SBH7N4Y2,SBH7N4,25,SWS4W4,25,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE001/019,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL04149,ASTM,A792SSGR33,0,0.508,1219.0,AZ50,AC,S1,CH,SAE1008,SAE1008,2.2,1229.0,0.471,SYT9P4Y7,SYT9P4,25,SBH784,25,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE001/021,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03999,ASTM,A792SSGR33,0,0.61,1219.0,AZ50,AC,S1,CH,SAE1008,SAE1008,2.2,1229.0,0.574,SYT9P4Y1,SYT9P4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE001/022,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03999,ASTM,A792SSGR33,0,0.61,1219.0,AZ50,AC,S1,CH,SAE1008,SAE1008,2.2,1229.0,0.574,SBH164Y2,SBH164,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2503EFE001/023,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03999,ASTM,A792SSGR33,0,0.61,1219.0,AZ50,AC,S1,CH,SAE1008,SAE1008,2.2,1229.0,0.574,SCH294Y2,SCH294,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2502EFE026/001,JP00007,台灣三井物產股份有限公司,JP00007,台灣三井物產股份有限公司,CA00051,VICWESTBC,PL06096,ASTM,A792SSGR80,0,0.381,1035.0,AZ50,MIN,H2,CSC,1008C,SAE1008,2.01,1051.0,0.358,SYS9N4Y5,SYS9N4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,超耐候屋頂,508,P,C071,E0,-,2.0,4.54
2501DFD007/001,TWM0002,成川鋼管股份有限公司,TWM0002,成川鋼管股份有限公司,TWM0002,成川鋼管股份有限公司,PHL0005,SYSCO,CGLH490-22,0,2,820.0,AZ300,AC,H4,CSC,1017M,SAE1025,1.96,820.0,1.96,RYF594Y1,RYF594,32,RYF594,32,COR013,烤漆太陽能光電系統C型鋼支架,-,無選配,610,K,S000,D2,-,7.0,12.0
2501DFD046/002,TWZ0887,國內業務處,TWZ0887,國內業務處,TWZ0887,國內業務處,PS00037,SYSCO,CSUS304-20,0,0.46,914.0,-,BC,S1,YU,SUS304,SUS304,0.46,914.0,0.46,RYF892Z1,RYF892,25,BW73Y2,12.5,CIA008,戶外壁板,-,無選配,508,S,C989,A3,-,3.0,5.0
2502EFE062/001,CA00002,WESTFORMMETALINC.,CA00030,AMALGAMATEDTRADINGLTD.,CA00002,WESTFORMMETALINC.,PL03858,ASTM,A792SSGR80,0,0.381,1041.0,AZ50,AC,H2,CH,SAE1008,SAE1008,2.2,1051.0,0.339,SBH784Y1,SBH784,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,3.0,4.5
2502DFD007/001,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PL05878,SYSCO,CGLC-10,-8.4,0.42,914.0,AZ100,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.363,1G0662L4,1G0662,NOM,BW7462,NOM,COA034,大宗浪板（國內）,ON021,無選配,508,N,C840,D4,-,3.0,5.0
2502EFE061/003,US00170,WESTMANSTEEL,JP00004,台灣住友商事股份有限公司,US00170,WESTMANSTEEL,PL05888,ASTM,A792SSGR33,0,0.61,1216.0,AZ50,AC,S1,CH,SAE1008,SAE1008,2.2,1229.0,0.574,SYH1Y2Y1,SYH1Y2,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,超耐候屋頂,508,P,S000,E0,-,2.5,4.5
2501DFD008/001,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04526,CNS,CGCC-10,-2.4,0.326,720.0,Z08,BC,S3,CSC,SAE1008,SAE1008,2.0,730.0,0.321,AWF452J4,AWF452,25,BYF712,NOM,CIC001,冰箱側板(無毒),OA001,無選配,508,E,S000,D7,R2,3.0,5.0
2501DFD008/002,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04645,CNS,CGCC-10,-2.4,0.326,800.0,Z08,BC,S3,CSC,SAE1008,SAE1008,2.0,835.0,0.321,AWF452J4,AWF452,25,BYF712,NOM,CIC001,冰箱側板(無毒),OA001,無選配,508,E,S000,D7,R2,3.0,5.0
2501DFD008/003,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04526,CNS,CGCC-10,-2.4,0.326,720.0,Z08,BC,S3,CSC,SAE1008,SAE1008,2.0,730.0,0.321,ABF542W1,ABF542,25,BYF712,NOM,CIC001,冰箱側板(無毒),OA001,無選配,508,E,S000,D7,R2,3.0,5.0
2501DFD008/004,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04526,CNS,CGCC-10,-2.4,0.326,720.0,Z08,BC,S3,CSC,SAE1008,SAE1008,2.0,730.0,0.321,AYF632W1,AYF632,25,BYF712,NOM,CIC001,冰箱側板(無毒),OA001,無選配,508,E,S000,D7,R2,3.0,5.0
2501DFD008/008,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04645,CNS,CGCC-10,-2.4,0.326,800.0,Z08,BC,S3,CSC,SAE1008,SAE1008,2.0,835.0,0.321,AYF532W1,AYF532,25,BYF712,NOM,CIC001,冰箱側板(無毒),OA001,無選配,508,E,S000,D7,R2,3.0,5.0
2501DFD008/005,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04645,CNS,CGCC-10,-2.4,0.326,800.0,Z08,BC,S3,CSC,SAE1008,SAE1008,2.0,835.0,0.321,AYF632W1,AYF632,25,BYF712,NOM,CIC001,冰箱側板(無毒),OA001,無選配,508,E,S000,S3,R2,3.0,5.0
2501DFD008/006,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04645,CNS,CGCC-10,-2.4,0.326,800.0,Z08,BC,S3,CSC,SAE1008,SAE1008,2.0,835.0,0.321,AYF812W1,AYF812,25,BYF712,NOM,CIC001,冰箱側板(無毒),OA001,無選配,508,E,S000,D7,R2,3.0,5.0
2501DFD008/007,TWP0019,泉盈股份有限公司,TWP0019,泉盈股份有限公司,TWP0059,台灣松下電器股份有限公司,PG04526,CNS,CGCC-10,-2.4,0.326,720.0,Z08,BC,S3,CSC,SAE1008,SAE1008,2.0,730.0,0.321,AYF532W1,AYF532,25,BYF712,NOM,CIC001,冰箱側板(無毒),OA001,無選配,508,E,S000,D7,R2,3.0,5.0
2502EFE034/001,JP00007,台灣三井物產股份有限公司,JP00007,台灣三井物產股份有限公司,CA00051,VICWESTBC,PL06097,ASTM,A792SSGR33,0,0.381,909.0,AZ50,MIN,S1,JSTC,1008MOD,SAE1008,2.01,926.0,0.362,SYS9N4Y5,SYS9N4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,超耐候屋頂,508,P,C071,E0,-,2.0,4.54
2502EFE035/001,JP00007,台灣三井物產股份有限公司,JP00007,台灣三井物產股份有限公司,CA00051,VICWESTBC,PL06097,ASTM,A792SSGR33,0,0.381,909.0,AZ50,MIN,S1,JSTC,1008MOD,SAE1008,2.01,926.0,0.362,SWS6Y4Y2,SWS6Y4,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,C071,E0,-,2.0,4.54
2501EFE064/006,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL03943,ASTM,A792SSGR80,0,0.483,1092.0,AZ50,AC,H2,MARU,1008LAK,SAE1008,2.01,1102.0,0.441,SYS582Y1,SYS582,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.73,4.53
2502EFE037/001,JP00007,台灣三井物產股份有限公司,JP00007,台灣三井物產股份有限公司,CA00051,VICWESTBC,PL06097,ASTM,A792SSGR33,0,0.381,909.0,AZ50,MIN,S1,JSTC,1008MOD,SAE1008,2.01,926.0,0.362,SBT7W4Y1,SBT7W4,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,C071,E0,-,2.0,4.54
2502EFE038/001,JP00007,台灣三井物產股份有限公司,JP00007,台灣三井物產股份有限公司,CA00051,VICWESTBC,PL06097,ASTM,A792SSGR33,0,0.381,909.0,AZ50,MIN,S1,JSTC,1008MOD,SAE1008,2.01,926.0,0.362,SGT8P4Y2,SGT8P4,25,BW73Z2,NOM,COG007,超保固屋頂(保證年限),ON007,無選配,508,P,C071,E0,-,2.0,4.54
2502EFE039/001,JP00007,台灣三井物產股份有限公司,JP00007,台灣三井物產股份有限公司,CA00051,VICWESTBC,PL06097,ASTM,A792SSGR33,0,0.381,909.0,AZ50,MIN,S1,JSTC,1008MOD,SAE1008,2.01,926.0,0.362,SYG3W4Y2,SYG3W4,25,BW73Z2,NOM,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,C071,E0,-,2.0,4.54
2501DFD011/005,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PL05200,CNS,CGLCC-10,-8,0.216,890.0,AZ50,BC,S1,CH,SAE1008,SAE1008,2.0,905.0,0.201,1W0862L4,1W0862,NOM,BW7362,NOM,COR004,屋頂背板,-,無選配,508,P,CT01,D4,-,3.0,5.0
2501DFD043/003,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CSC,SAE1012,SAE1012,2.02,925.0,0.476,SW3362Y6,SW3362,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,4.0,4.9
2502BIX008/002,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05149,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.377,3B39Q4L4,3B39Q4,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2501DFD011/003,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PL05878,SYSCO,CGLC-10,-8.4,0.42,914.0,AZ100,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.363,1Y3161M4,1Y3161,NOM,BW7462,NOM,COA034,大宗浪板（國內）,ON021,無選配,508,N,C840,D4,-,3.0,5.0
2501DFD011/004,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,TWS0078,?泰工業股份有限公司,PL05199,CNS,CGLCC-10,-8,0.216,830.0,AZ50,BC,S1,CSC,SAE1008,SAE1008,2.0,845.0,0.201,1W0862L4,1W0862,NOM,BW7362,NOM,COR004,屋頂背板,-,無選配,508,P,CT01,D4,-,3.0,5.0
2502EFE048/002,US00198,PRECISIONMETAL,JP00006,台灣伊藤忠丸紅鋼鐵貿易股份有限公司,US00198,PRECISIONMETAL,PL03139,ASTM,A792CSB,0,0.508,1219.0,AZ50,AC,S1,CH,SAE1008,SAE1008,2.0,1229.0,0.471,SB51X4Y1,SB51X4,25,BY33Y2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,P7,-,2.27,4.5
2502EFE050/001,AS00003,"KINGGLORYENTERPRISESCO.,LTD",AS00003,"KINGGLORYENTERPRISESCO.,LTD",MY00060,CYCLEWORLDCORPORATIONSDNBHD,PL06383,MS,G01,-3.3,0.51,1219.0,AZ100,AC,S1,CSC,1008C,SAE1008,2.21,1229.0,0.471,7W3384Y1,7W3384,18,BW7362,NOM,COA041,戶外冷凍庫板,-,無選配,508,P,S000,P7,-,2.0,4.0
2501DCD003/001,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SY3562Y3,SY3562,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,4.0,5.0
2501DCD003/002,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SC3062Y6,SC3062,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,4.0,5.0
2502EFE057/011,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,7Y91T4Y2,7Y91T4,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.62,4.54
2501DFD017/001,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SG6802Y5,SG6802,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,3.0,5.0
2501EFE065/002,US00505,TATAINTERNATIONAL(USA),US00505,TATAINTERNATIONAL(USA),US00022,NORTHWESTMETALS,PL03943,ASTM,A792SSGR80,0,0.483,1092.0,AZ50,AC,H2,MARU,1008LAK,SAE1008,2.01,1102.0,0.441,SCS494Y1,SCS494,25,BW4CY2,12.5,COG003,超耐候屋頂(保證年限),ON007,無選配,508,P,S000,E0,-,2.73,4.53
2501DFD027/001,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,TWS0004,英統貿易股份有限公司,PL05363,CNS,CGLC400-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1012,SAE1012,2.02,925.0,0.476,SC3062Y6,SC3062,25,BW73Y2,12.5,CIA008,戶外壁板,ON006,無選配,508,R,C814,D2,-,4.0,5.0
2502EFE057/007,US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00516,OPTIMASTEELINT'LLLC(VIAUSGT),US00567,"STEELBUILDINGS&STRUCTURES,INC",PL06449,ASTM,A792SSGR80,0,0.361,1038.0,AZ35,MIN,H2,CSC,SAE1008,SAE1008,2.0,1051.0,0.348,6C36T7Y1,6C36T7,25,BW4CY2,12.5,COG001,屋頂(保證年限),-,無選配,508,N,S000,E0,-,3.62,4.54
2502BIX012/002,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05152,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.377,RGB772Y3,RGB772,25,BW73N2,NOM,COA012,琉璃瓦形浪板,OR002,無選配,508,S,C844,D2,-,3.0,5.0
2502BIX012/001,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05151,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,RGB772Y3,RGB772,25,BW73N2,NOM,COA012,琉璃瓦形浪板,OR002,無選配,508,S,C844,D2,-,3.0,5.0
2501DFD032/001,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,TWS0008,亞喬企業股份有限公司,PL05147,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,JSTC,1008MOD,SAE1008,2.01,926.0,0.377,1V2561P1,1V2561,NOM,BW7362,NOM,CIA008,戶外壁板,ON006,無選配,508,N,C811,D2,-,4.0,4.9
2502BIX003/001,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05150,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,2Y73Q4L4,2Y73Q4,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2502BIX003/002,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05149,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.377,2Y73Q4L4,2Y73Q4,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2502BIX004/001,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05150,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,1C92Q2L4,1C92Q2,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2502BIX006/002,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05152,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.377,RYF892Y1,RYF892,25,BW73N2,NOM,COA012,琉璃瓦形浪板,OR002,無選配,508,S,C844,D2,-,3.0,5.0
2502BIX007/001,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05150,CNS,CGLCC-20,-1.4,0.52,914.0,AZ150,AC,S1,CH,SAE1008,SAE1008,2.2,924.0,0.476,3L24Q7L4,3L24Q7,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
2502BIX007/002,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,TWZ0999,國內業務處-大色未分配,PL05149,CNS,CGLCC-20,-1.2,0.42,914.0,AZ150,AC,S1,CSC,1008C,SAE1008,2.1,924.0,0.377,3L24Q7L4,3L24Q7,25,BW7362,NOM,COA001,屋頂,-,無選配,508,R,C844,D2,-,3.0,5.0
